region;ålder;kön;år;Folkmängd
0114 Upplands Väsby;55-59 år;män;2008;1133
0114 Upplands Väsby;55-59 år;män;2009;1121
0114 Upplands Väsby;55-59 år;män;2010;1063
0114 Upplands Väsby;55-59 år;män;2011;1064
0114 Upplands Väsby;55-59 år;män;2012;1083
0114 Upplands Väsby;55-59 år;män;2013;1089
0114 Upplands Väsby;55-59 år;män;2014;1098
0114 Upplands Väsby;55-59 år;män;2015;1099
0114 Upplands Väsby;55-59 år;män;2016;1174
0114 Upplands Väsby;55-59 år;män;2017;1212
0114 Upplands Väsby;55-59 år;män;2018;1296
0114 Upplands Väsby;60-64 år;män;2008;1288
0114 Upplands Väsby;60-64 år;män;2009;1244
0114 Upplands Väsby;60-64 år;män;2010;1233
0114 Upplands Väsby;60-64 år;män;2011;1190
0114 Upplands Väsby;60-64 år;män;2012;1110
0114 Upplands Väsby;60-64 år;män;2013;1065
0114 Upplands Väsby;60-64 år;män;2014;1040
0114 Upplands Väsby;60-64 år;män;2015;999
0114 Upplands Väsby;60-64 år;män;2016;1008
0114 Upplands Väsby;60-64 år;män;2017;1042
0114 Upplands Väsby;60-64 år;män;2018;1031
0114 Upplands Väsby;65-69 år;män;2008;961
0114 Upplands Väsby;65-69 år;män;2009;1029
0114 Upplands Väsby;65-69 år;män;2010;1058
0114 Upplands Väsby;65-69 år;män;2011;1118
0114 Upplands Väsby;65-69 år;män;2012;1169
0114 Upplands Väsby;65-69 år;män;2013;1147
0114 Upplands Väsby;65-69 år;män;2014;1124
0114 Upplands Väsby;65-69 år;män;2015;1086
0114 Upplands Väsby;65-69 år;män;2016;1056
0114 Upplands Väsby;65-69 år;män;2017;989
0114 Upplands Väsby;65-69 år;män;2018;962
0114 Upplands Väsby;70-74 år;män;2008;614
0114 Upplands Väsby;70-74 år;män;2009;676
0114 Upplands Väsby;70-74 år;män;2010;739
0114 Upplands Väsby;70-74 år;män;2011;744
0114 Upplands Väsby;70-74 år;män;2012;794
0114 Upplands Väsby;70-74 år;män;2013;859
0114 Upplands Väsby;70-74 år;män;2014;905
0114 Upplands Väsby;70-74 år;män;2015;938
0114 Upplands Väsby;70-74 år;män;2016;987
0114 Upplands Väsby;70-74 år;män;2017;1037
0114 Upplands Väsby;70-74 år;män;2018;1021
0114 Upplands Väsby;75-79 år;män;2008;399
0114 Upplands Väsby;75-79 år;män;2009;406
0114 Upplands Väsby;75-79 år;män;2010;445
0114 Upplands Väsby;75-79 år;män;2011;493
0114 Upplands Väsby;75-79 år;män;2012;495
0114 Upplands Väsby;75-79 år;män;2013;536
0114 Upplands Väsby;75-79 år;män;2014;573
0114 Upplands Väsby;75-79 år;män;2015;627
0114 Upplands Väsby;75-79 år;män;2016;641
0114 Upplands Väsby;75-79 år;män;2017;685
0114 Upplands Väsby;75-79 år;män;2018;738
0114 Upplands Väsby;80-84 år;män;2008;229
0114 Upplands Väsby;80-84 år;män;2009;252
0114 Upplands Väsby;80-84 år;män;2010;262
0114 Upplands Väsby;80-84 år;män;2011;263
0114 Upplands Väsby;80-84 år;män;2012;292
0114 Upplands Väsby;80-84 år;män;2013;309
0114 Upplands Väsby;80-84 år;män;2014;311
0114 Upplands Väsby;80-84 år;män;2015;338
0114 Upplands Väsby;80-84 år;män;2016;382
0114 Upplands Väsby;80-84 år;män;2017;388
0114 Upplands Väsby;80-84 år;män;2018;415
0114 Upplands Väsby;85-89 år;män;2008;171
0114 Upplands Väsby;85-89 år;män;2009;166
0114 Upplands Väsby;85-89 år;män;2010;165
0114 Upplands Väsby;85-89 år;män;2011;175
0114 Upplands Väsby;85-89 år;män;2012;159
0114 Upplands Väsby;85-89 år;män;2013;145
0114 Upplands Väsby;85-89 år;män;2014;161
0114 Upplands Väsby;85-89 år;män;2015;168
0114 Upplands Väsby;85-89 år;män;2016;165
0114 Upplands Väsby;85-89 år;män;2017;189
0114 Upplands Väsby;85-89 år;män;2018;198
0114 Upplands Väsby;90-94 år;män;2008;39
0114 Upplands Väsby;90-94 år;män;2009;55
0114 Upplands Väsby;90-94 år;män;2010;59
0114 Upplands Väsby;90-94 år;män;2011;64
0114 Upplands Väsby;90-94 år;män;2012;67
0114 Upplands Väsby;90-94 år;män;2013;73
0114 Upplands Väsby;90-94 år;män;2014;62
0114 Upplands Väsby;90-94 år;män;2015;53
0114 Upplands Väsby;90-94 år;män;2016;63
0114 Upplands Väsby;90-94 år;män;2017;69
0114 Upplands Väsby;90-94 år;män;2018;62
0114 Upplands Väsby;95-99 år;män;2008;4
0114 Upplands Väsby;95-99 år;män;2009;2
0114 Upplands Väsby;95-99 år;män;2010;8
0114 Upplands Väsby;95-99 år;män;2011;11
0114 Upplands Väsby;95-99 år;män;2012;10
0114 Upplands Väsby;95-99 år;män;2013;10
0114 Upplands Väsby;95-99 år;män;2014;13
0114 Upplands Väsby;95-99 år;män;2015;12
0114 Upplands Väsby;95-99 år;män;2016;13
0114 Upplands Väsby;95-99 år;män;2017;10
0114 Upplands Väsby;95-99 år;män;2018;17
0114 Upplands Väsby;100+ år;män;2008;1
0114 Upplands Väsby;100+ år;män;2009;1
0114 Upplands Väsby;100+ år;män;2010;1
0114 Upplands Väsby;100+ år;män;2011;2
0114 Upplands Väsby;100+ år;män;2012;3
0114 Upplands Väsby;100+ år;män;2013;3
0114 Upplands Väsby;100+ år;män;2014;1
0114 Upplands Väsby;100+ år;män;2015;2
0114 Upplands Väsby;100+ år;män;2016;0
0114 Upplands Väsby;100+ år;män;2017;0
0114 Upplands Väsby;100+ år;män;2018;1
0115 Vallentuna;55-59 år;män;2008;800
0115 Vallentuna;55-59 år;män;2009;767
0115 Vallentuna;55-59 år;män;2010;805
0115 Vallentuna;55-59 år;män;2011;811
0115 Vallentuna;55-59 år;män;2012;841
0115 Vallentuna;55-59 år;män;2013;868
0115 Vallentuna;55-59 år;män;2014;890
0115 Vallentuna;55-59 år;män;2015;929
0115 Vallentuna;55-59 år;män;2016;977
0115 Vallentuna;55-59 år;män;2017;981
0115 Vallentuna;55-59 år;män;2018;996
0115 Vallentuna;60-64 år;män;2008;804
0115 Vallentuna;60-64 år;män;2009;798
0115 Vallentuna;60-64 år;män;2010;754
0115 Vallentuna;60-64 år;män;2011;755
0115 Vallentuna;60-64 år;män;2012;761
0115 Vallentuna;60-64 år;män;2013;758
0115 Vallentuna;60-64 år;män;2014;739
0115 Vallentuna;60-64 år;män;2015;744
0115 Vallentuna;60-64 år;män;2016;756
0115 Vallentuna;60-64 år;män;2017;811
0115 Vallentuna;60-64 år;män;2018;845
0115 Vallentuna;65-69 år;män;2008;694
0115 Vallentuna;65-69 år;män;2009;724
0115 Vallentuna;65-69 år;män;2010;793
0115 Vallentuna;65-69 år;män;2011;782
0115 Vallentuna;65-69 år;män;2012;770
0115 Vallentuna;65-69 år;män;2013;741
0115 Vallentuna;65-69 år;män;2014;729
0115 Vallentuna;65-69 år;män;2015;694
0115 Vallentuna;65-69 år;män;2016;691
0115 Vallentuna;65-69 år;män;2017;687
0115 Vallentuna;65-69 år;män;2018;675
0115 Vallentuna;70-74 år;män;2008;426
0115 Vallentuna;70-74 år;män;2009;460
0115 Vallentuna;70-74 år;män;2010;493
0115 Vallentuna;70-74 år;män;2011;558
0115 Vallentuna;70-74 år;män;2012;602
0115 Vallentuna;70-74 år;män;2013;651
0115 Vallentuna;70-74 år;män;2014;689
0115 Vallentuna;70-74 år;män;2015;719
0115 Vallentuna;70-74 år;män;2016;690
0115 Vallentuna;70-74 år;män;2017;688
0115 Vallentuna;70-74 år;män;2018;666
0115 Vallentuna;75-79 år;män;2008;311
0115 Vallentuna;75-79 år;män;2009;324
0115 Vallentuna;75-79 år;män;2010;345
0115 Vallentuna;75-79 år;män;2011;329
0115 Vallentuna;75-79 år;män;2012;352
0115 Vallentuna;75-79 år;män;2013;374
0115 Vallentuna;75-79 år;män;2014;414
0115 Vallentuna;75-79 år;män;2015;449
0115 Vallentuna;75-79 år;män;2016;513
0115 Vallentuna;75-79 år;män;2017;536
0115 Vallentuna;75-79 år;män;2018;569
0115 Vallentuna;80-84 år;män;2008;168
0115 Vallentuna;80-84 år;män;2009;166
0115 Vallentuna;80-84 år;män;2010;175
0115 Vallentuna;80-84 år;män;2011;197
0115 Vallentuna;80-84 år;män;2012;213
0115 Vallentuna;80-84 år;män;2013;237
0115 Vallentuna;80-84 år;män;2014;245
0115 Vallentuna;80-84 år;män;2015;250
0115 Vallentuna;80-84 år;män;2016;261
0115 Vallentuna;80-84 år;män;2017;282
0115 Vallentuna;80-84 år;män;2018;302
0115 Vallentuna;85-89 år;män;2008;94
0115 Vallentuna;85-89 år;män;2009;98
0115 Vallentuna;85-89 år;män;2010;83
0115 Vallentuna;85-89 år;män;2011;94
0115 Vallentuna;85-89 år;män;2012;102
0115 Vallentuna;85-89 år;män;2013;100
0115 Vallentuna;85-89 år;män;2014;106
0115 Vallentuna;85-89 år;män;2015;113
0115 Vallentuna;85-89 år;män;2016;131
0115 Vallentuna;85-89 år;män;2017;128
0115 Vallentuna;85-89 år;män;2018;142
0115 Vallentuna;90-94 år;män;2008;33
0115 Vallentuna;90-94 år;män;2009;34
0115 Vallentuna;90-94 år;män;2010;39
0115 Vallentuna;90-94 år;män;2011;37
0115 Vallentuna;90-94 år;män;2012;42
0115 Vallentuna;90-94 år;män;2013;38
0115 Vallentuna;90-94 år;män;2014;39
0115 Vallentuna;90-94 år;män;2015;37
0115 Vallentuna;90-94 år;män;2016;45
0115 Vallentuna;90-94 år;män;2017;51
0115 Vallentuna;90-94 år;män;2018;42
0115 Vallentuna;95-99 år;män;2008;8
0115 Vallentuna;95-99 år;män;2009;4
0115 Vallentuna;95-99 år;män;2010;5
0115 Vallentuna;95-99 år;män;2011;7
0115 Vallentuna;95-99 år;män;2012;5
0115 Vallentuna;95-99 år;män;2013;4
0115 Vallentuna;95-99 år;män;2014;6
0115 Vallentuna;95-99 år;män;2015;6
0115 Vallentuna;95-99 år;män;2016;7
0115 Vallentuna;95-99 år;män;2017;11
0115 Vallentuna;95-99 år;män;2018;8
0115 Vallentuna;100+ år;män;2008;0
0115 Vallentuna;100+ år;män;2009;1
0115 Vallentuna;100+ år;män;2010;1
0115 Vallentuna;100+ år;män;2011;1
0115 Vallentuna;100+ år;män;2012;1
0115 Vallentuna;100+ år;män;2013;2
0115 Vallentuna;100+ år;män;2014;1
0115 Vallentuna;100+ år;män;2015;0
0115 Vallentuna;100+ år;män;2016;0
0115 Vallentuna;100+ år;män;2017;0
0115 Vallentuna;100+ år;män;2018;0
0117 Österåker;55-59 år;män;2008;1147
0117 Österåker;55-59 år;män;2009;1117
0117 Österåker;55-59 år;män;2010;1056
0117 Österåker;55-59 år;män;2011;1059
0117 Österåker;55-59 år;män;2012;1054
0117 Österåker;55-59 år;män;2013;1077
0117 Österåker;55-59 år;män;2014;1074
0117 Österåker;55-59 år;män;2015;1184
0117 Österåker;55-59 år;män;2016;1226
0117 Österåker;55-59 år;män;2017;1247
0117 Österåker;55-59 år;män;2018;1381
0117 Österåker;60-64 år;män;2008;1392
0117 Österåker;60-64 år;män;2009;1320
0117 Österåker;60-64 år;män;2010;1279
0117 Österåker;60-64 år;män;2011;1198
0117 Österåker;60-64 år;män;2012;1154
0117 Österåker;60-64 år;män;2013;1116
0117 Österåker;60-64 år;män;2014;1085
0117 Österåker;60-64 år;män;2015;1021
0117 Österåker;60-64 år;män;2016;1030
0117 Österåker;60-64 år;män;2017;1036
0117 Österåker;60-64 år;män;2018;1068
0117 Österåker;65-69 år;män;2008;1094
0117 Österåker;65-69 år;män;2009;1194
0117 Österåker;65-69 år;män;2010;1262
0117 Österåker;65-69 år;män;2011;1330
0117 Österåker;65-69 år;män;2012;1335
0117 Österåker;65-69 år;män;2013;1297
0117 Österåker;65-69 år;män;2014;1252
0117 Österåker;65-69 år;män;2015;1205
0117 Österåker;65-69 år;män;2016;1141
0117 Österåker;65-69 år;män;2017;1108
0117 Österåker;65-69 år;män;2018;1054
0117 Österåker;70-74 år;män;2008;645
0117 Österåker;70-74 år;män;2009;696
0117 Österåker;70-74 år;män;2010;759
0117 Österåker;70-74 år;män;2011;817
0117 Österåker;70-74 år;män;2012;911
0117 Österåker;70-74 år;män;2013;1002
0117 Österåker;70-74 år;män;2014;1101
0117 Österåker;70-74 år;män;2015;1167
0117 Österåker;70-74 år;män;2016;1244
0117 Österåker;70-74 år;män;2017;1259
0117 Österåker;70-74 år;män;2018;1223
0117 Österåker;75-79 år;män;2008;418
0117 Österåker;75-79 år;män;2009;445
0117 Österåker;75-79 år;män;2010;476
0117 Österåker;75-79 år;män;2011;510
0117 Österåker;75-79 år;män;2012;530
0117 Österåker;75-79 år;män;2013;571
0117 Österåker;75-79 år;män;2014;617
0117 Österåker;75-79 år;män;2015;671
0117 Österåker;75-79 år;män;2016;711
0117 Österåker;75-79 år;män;2017;787
0117 Österåker;75-79 år;män;2018;875
0117 Österåker;80-84 år;män;2008;265
0117 Österåker;80-84 år;män;2009;271
0117 Österåker;80-84 år;män;2010;278
0117 Österåker;80-84 år;män;2011;291
0117 Österåker;80-84 år;män;2012;317
0117 Österåker;80-84 år;män;2013;329
0117 Österåker;80-84 år;män;2014;341
0117 Österåker;80-84 år;män;2015;366
0117 Österåker;80-84 år;män;2016;398
0117 Österåker;80-84 år;män;2017;411
0117 Österåker;80-84 år;män;2018;443
0117 Österåker;85-89 år;män;2008;121
0117 Österåker;85-89 år;män;2009;132
0117 Österåker;85-89 år;män;2010;139
0117 Österåker;85-89 år;män;2011;149
0117 Österåker;85-89 år;män;2012;149
0117 Österåker;85-89 år;män;2013;169
0117 Österåker;85-89 år;män;2014;182
0117 Österåker;85-89 år;män;2015;189
0117 Österåker;85-89 år;män;2016;192
0117 Österåker;85-89 år;män;2017;211
0117 Österåker;85-89 år;män;2018;219
0117 Österåker;90-94 år;män;2008;37
0117 Österåker;90-94 år;män;2009;47
0117 Österåker;90-94 år;män;2010;47
0117 Österåker;90-94 år;män;2011;54
0117 Österåker;90-94 år;män;2012;57
0117 Österåker;90-94 år;män;2013;50
0117 Österåker;90-94 år;män;2014;50
0117 Österåker;90-94 år;män;2015;50
0117 Österåker;90-94 år;män;2016;64
0117 Österåker;90-94 år;män;2017;60
0117 Österåker;90-94 år;män;2018;87
0117 Österåker;95-99 år;män;2008;7
0117 Österåker;95-99 år;män;2009;7
0117 Österåker;95-99 år;män;2010;13
0117 Österåker;95-99 år;män;2011;6
0117 Österåker;95-99 år;män;2012;6
0117 Österåker;95-99 år;män;2013;9
0117 Österåker;95-99 år;män;2014;10
0117 Österåker;95-99 år;män;2015;8
0117 Österåker;95-99 år;män;2016;7
0117 Österåker;95-99 år;män;2017;15
0117 Österåker;95-99 år;män;2018;12
0117 Österåker;100+ år;män;2008;1
0117 Österåker;100+ år;män;2009;1
0117 Österåker;100+ år;män;2010;1
0117 Österåker;100+ år;män;2011;2
0117 Österåker;100+ år;män;2012;0
0117 Österåker;100+ år;män;2013;1
0117 Österåker;100+ år;män;2014;1
0117 Österåker;100+ år;män;2015;1
0117 Österåker;100+ år;män;2016;0
0117 Österåker;100+ år;män;2017;0
0117 Österåker;100+ år;män;2018;0
0120 Värmdö;55-59 år;män;2008;1151
0120 Värmdö;55-59 år;män;2009;1115
0120 Värmdö;55-59 år;män;2010;1109
0120 Värmdö;55-59 år;män;2011;1180
0120 Värmdö;55-59 år;män;2012;1210
0120 Värmdö;55-59 år;män;2013;1223
0120 Värmdö;55-59 år;män;2014;1246
0120 Värmdö;55-59 år;män;2015;1282
0120 Värmdö;55-59 år;män;2016;1292
0120 Värmdö;55-59 år;män;2017;1321
0120 Värmdö;55-59 år;män;2018;1386
0120 Värmdö;60-64 år;män;2008;1319
0120 Värmdö;60-64 år;män;2009;1308
0120 Värmdö;60-64 år;män;2010;1256
0120 Värmdö;60-64 år;män;2011;1189
0120 Värmdö;60-64 år;män;2012;1173
0120 Värmdö;60-64 år;män;2013;1132
0120 Värmdö;60-64 år;män;2014;1091
0120 Värmdö;60-64 år;män;2015;1089
0120 Värmdö;60-64 år;män;2016;1164
0120 Värmdö;60-64 år;män;2017;1194
0120 Värmdö;60-64 år;män;2018;1232
0120 Värmdö;65-69 år;män;2008;951
0120 Värmdö;65-69 år;män;2009;1065
0120 Värmdö;65-69 år;män;2010;1153
0120 Värmdö;65-69 år;män;2011;1218
0120 Värmdö;65-69 år;män;2012;1259
0120 Värmdö;65-69 år;män;2013;1279
0120 Värmdö;65-69 år;män;2014;1267
0120 Värmdö;65-69 år;män;2015;1214
0120 Värmdö;65-69 år;män;2016;1160
0120 Värmdö;65-69 år;män;2017;1114
0120 Värmdö;65-69 år;män;2018;1097
0120 Värmdö;70-74 år;män;2008;565
0120 Värmdö;70-74 år;män;2009;595
0120 Värmdö;70-74 år;män;2010;627
0120 Värmdö;70-74 år;män;2011;679
0120 Värmdö;70-74 år;män;2012;760
0120 Värmdö;70-74 år;män;2013;862
0120 Värmdö;70-74 år;män;2014;978
0120 Värmdö;70-74 år;män;2015;1065
0120 Värmdö;70-74 år;män;2016;1148
0120 Värmdö;70-74 år;män;2017;1204
0120 Värmdö;70-74 år;män;2018;1191
0120 Värmdö;75-79 år;män;2008;347
0120 Värmdö;75-79 år;män;2009;379
0120 Värmdö;75-79 år;män;2010;414
0120 Värmdö;75-79 år;män;2011;436
0120 Värmdö;75-79 år;män;2012;450
0120 Värmdö;75-79 år;män;2013;463
0120 Värmdö;75-79 år;män;2014;493
0120 Värmdö;75-79 år;män;2015;542
0120 Värmdö;75-79 år;män;2016;599
0120 Värmdö;75-79 år;män;2017;658
0120 Värmdö;75-79 år;män;2018;744
0120 Värmdö;80-84 år;män;2008;236
0120 Värmdö;80-84 år;män;2009;228
0120 Värmdö;80-84 år;män;2010;213
0120 Värmdö;80-84 år;män;2011;227
0120 Värmdö;80-84 år;män;2012;253
0120 Värmdö;80-84 år;män;2013;274
0120 Värmdö;80-84 år;män;2014;298
0120 Värmdö;80-84 år;män;2015;317
0120 Värmdö;80-84 år;män;2016;335
0120 Värmdö;80-84 år;män;2017;356
0120 Värmdö;80-84 år;män;2018;382
0120 Värmdö;85-89 år;män;2008;114
0120 Värmdö;85-89 år;män;2009;122
0120 Värmdö;85-89 år;män;2010;129
0120 Värmdö;85-89 år;män;2011;113
0120 Värmdö;85-89 år;män;2012;122
0120 Värmdö;85-89 år;män;2013;138
0120 Värmdö;85-89 år;män;2014;126
0120 Värmdö;85-89 år;män;2015;125
0120 Värmdö;85-89 år;män;2016;136
0120 Värmdö;85-89 år;män;2017;156
0120 Värmdö;85-89 år;män;2018;181
0120 Värmdö;90-94 år;män;2008;32
0120 Värmdö;90-94 år;män;2009;39
0120 Värmdö;90-94 år;män;2010;43
0120 Värmdö;90-94 år;män;2011;46
0120 Värmdö;90-94 år;män;2012;46
0120 Värmdö;90-94 år;män;2013;49
0120 Värmdö;90-94 år;män;2014;52
0120 Värmdö;90-94 år;män;2015;49
0120 Värmdö;90-94 år;män;2016;50
0120 Värmdö;90-94 år;män;2017;48
0120 Värmdö;90-94 år;män;2018;47
0120 Värmdö;95-99 år;män;2008;8
0120 Värmdö;95-99 år;män;2009;3
0120 Värmdö;95-99 år;män;2010;5
0120 Värmdö;95-99 år;män;2011;8
0120 Värmdö;95-99 år;män;2012;10
0120 Värmdö;95-99 år;män;2013;9
0120 Värmdö;95-99 år;män;2014;10
0120 Värmdö;95-99 år;män;2015;14
0120 Värmdö;95-99 år;män;2016;13
0120 Värmdö;95-99 år;män;2017;11
0120 Värmdö;95-99 år;män;2018;8
0120 Värmdö;100+ år;män;2008;0
0120 Värmdö;100+ år;män;2009;1
0120 Värmdö;100+ år;män;2010;1
0120 Värmdö;100+ år;män;2011;1
0120 Värmdö;100+ år;män;2012;1
0120 Värmdö;100+ år;män;2013;1
0120 Värmdö;100+ år;män;2014;1
0120 Värmdö;100+ år;män;2015;1
0120 Värmdö;100+ år;män;2016;2
0120 Värmdö;100+ år;män;2017;2
0120 Värmdö;100+ år;män;2018;2
0123 Järfälla;55-59 år;män;2008;1816
0123 Järfälla;55-59 år;män;2009;1777
0123 Järfälla;55-59 år;män;2010;1774
0123 Järfälla;55-59 år;män;2011;1838
0123 Järfälla;55-59 år;män;2012;1902
0123 Järfälla;55-59 år;män;2013;1960
0123 Järfälla;55-59 år;män;2014;1989
0123 Järfälla;55-59 år;män;2015;2061
0123 Järfälla;55-59 år;män;2016;2056
0123 Järfälla;55-59 år;män;2017;2065
0123 Järfälla;55-59 år;män;2018;2194
0123 Järfälla;60-64 år;män;2008;2069
0123 Järfälla;60-64 år;män;2009;1989
0123 Järfälla;60-64 år;män;2010;1875
0123 Järfälla;60-64 år;män;2011;1772
0123 Järfälla;60-64 år;män;2012;1734
0123 Järfälla;60-64 år;män;2013;1682
0123 Järfälla;60-64 år;män;2014;1666
0123 Järfälla;60-64 år;män;2015;1698
0123 Järfälla;60-64 år;män;2016;1785
0123 Järfälla;60-64 år;män;2017;1876
0123 Järfälla;60-64 år;män;2018;1925
0123 Järfälla;65-69 år;män;2008;1667
0123 Järfälla;65-69 år;män;2009;1750
0123 Järfälla;65-69 år;män;2010;1851
0123 Järfälla;65-69 år;män;2011;1931
0123 Järfälla;65-69 år;män;2012;1923
0123 Järfälla;65-69 år;män;2013;1879
0123 Järfälla;65-69 år;män;2014;1809
0123 Järfälla;65-69 år;män;2015;1731
0123 Järfälla;65-69 år;män;2016;1627
0123 Järfälla;65-69 år;män;2017;1601
0123 Järfälla;65-69 år;män;2018;1563
0123 Järfälla;70-74 år;män;2008;1154
0123 Järfälla;70-74 år;män;2009;1225
0123 Järfälla;70-74 år;män;2010;1253
0123 Järfälla;70-74 år;män;2011;1300
0123 Järfälla;70-74 år;män;2012;1377
0123 Järfälla;70-74 år;män;2013;1499
0123 Järfälla;70-74 år;män;2014;1587
0123 Järfälla;70-74 år;män;2015;1675
0123 Järfälla;70-74 år;män;2016;1774
0123 Järfälla;70-74 år;män;2017;1762
0123 Järfälla;70-74 år;män;2018;1704
0123 Järfälla;75-79 år;män;2008;822
0123 Järfälla;75-79 år;män;2009;876
0123 Järfälla;75-79 år;män;2010;904
0123 Järfälla;75-79 år;män;2011;930
0123 Järfälla;75-79 år;män;2012;988
0123 Järfälla;75-79 år;män;2013;996
0123 Järfälla;75-79 år;män;2014;1052
0123 Järfälla;75-79 år;män;2015;1083
0123 Järfälla;75-79 år;män;2016;1132
0123 Järfälla;75-79 år;män;2017;1186
0123 Järfälla;75-79 år;män;2018;1295
0123 Järfälla;80-84 år;män;2008;572
0123 Järfälla;80-84 år;män;2009;570
0123 Järfälla;80-84 år;män;2010;593
0123 Järfälla;80-84 år;män;2011;564
0123 Järfälla;80-84 år;män;2012;603
0123 Järfälla;80-84 år;män;2013;633
0123 Järfälla;80-84 år;män;2014;655
0123 Järfälla;80-84 år;män;2015;688
0123 Järfälla;80-84 år;män;2016;717
0123 Järfälla;80-84 år;män;2017;755
0123 Järfälla;80-84 år;män;2018;777
0123 Järfälla;85-89 år;män;2008;292
0123 Järfälla;85-89 år;män;2009;315
0123 Järfälla;85-89 år;män;2010;323
0123 Järfälla;85-89 år;män;2011;368
0123 Järfälla;85-89 år;män;2012;362
0123 Järfälla;85-89 år;män;2013;348
0123 Järfälla;85-89 år;män;2014;354
0123 Järfälla;85-89 år;män;2015;340
0123 Järfälla;85-89 år;män;2016;345
0123 Järfälla;85-89 år;män;2017;367
0123 Järfälla;85-89 år;män;2018;412
0123 Järfälla;90-94 år;män;2008;78
0123 Järfälla;90-94 år;män;2009;95
0123 Järfälla;90-94 år;män;2010;107
0123 Järfälla;90-94 år;män;2011;114
0123 Järfälla;90-94 år;män;2012;129
0123 Järfälla;90-94 år;män;2013;135
0123 Järfälla;90-94 år;män;2014;147
0123 Järfälla;90-94 år;män;2015;165
0123 Järfälla;90-94 år;män;2016;178
0123 Järfälla;90-94 år;män;2017;172
0123 Järfälla;90-94 år;män;2018;148
0123 Järfälla;95-99 år;män;2008;9
0123 Järfälla;95-99 år;män;2009;9
0123 Järfälla;95-99 år;män;2010;16
0123 Järfälla;95-99 år;män;2011;19
0123 Järfälla;95-99 år;män;2012;17
0123 Järfälla;95-99 år;män;2013;25
0123 Järfälla;95-99 år;män;2014;25
0123 Järfälla;95-99 år;män;2015;25
0123 Järfälla;95-99 år;män;2016;25
0123 Järfälla;95-99 år;män;2017;32
0123 Järfälla;95-99 år;män;2018;44
0123 Järfälla;100+ år;män;2008;1
0123 Järfälla;100+ år;män;2009;0
0123 Järfälla;100+ år;män;2010;0
0123 Järfälla;100+ år;män;2011;1
0123 Järfälla;100+ år;män;2012;0
0123 Järfälla;100+ år;män;2013;0
0123 Järfälla;100+ år;män;2014;0
0123 Järfälla;100+ år;män;2015;0
0123 Järfälla;100+ år;män;2016;2
0123 Järfälla;100+ år;män;2017;2
0123 Järfälla;100+ år;män;2018;3
0125 Ekerö;55-59 år;män;2008;688
0125 Ekerö;55-59 år;män;2009;697
0125 Ekerö;55-59 år;män;2010;682
0125 Ekerö;55-59 år;män;2011;698
0125 Ekerö;55-59 år;män;2012;727
0125 Ekerö;55-59 år;män;2013;763
0125 Ekerö;55-59 år;män;2014;813
0125 Ekerö;55-59 år;män;2015;844
0125 Ekerö;55-59 år;män;2016;856
0125 Ekerö;55-59 år;män;2017;914
0125 Ekerö;55-59 år;män;2018;907
0125 Ekerö;60-64 år;män;2008;824
0125 Ekerö;60-64 år;män;2009;792
0125 Ekerö;60-64 år;män;2010;752
0125 Ekerö;60-64 år;män;2011;710
0125 Ekerö;60-64 år;män;2012;674
0125 Ekerö;60-64 år;män;2013;688
0125 Ekerö;60-64 år;män;2014;689
0125 Ekerö;60-64 år;män;2015;658
0125 Ekerö;60-64 år;män;2016;675
0125 Ekerö;60-64 år;män;2017;684
0125 Ekerö;60-64 år;män;2018;718
0125 Ekerö;65-69 år;män;2008;638
0125 Ekerö;65-69 år;män;2009;676
0125 Ekerö;65-69 år;män;2010;752
0125 Ekerö;65-69 år;män;2011;807
0125 Ekerö;65-69 år;män;2012;811
0125 Ekerö;65-69 år;män;2013;778
0125 Ekerö;65-69 år;män;2014;733
0125 Ekerö;65-69 år;män;2015;700
0125 Ekerö;65-69 år;män;2016;650
0125 Ekerö;65-69 år;män;2017;610
0125 Ekerö;65-69 år;män;2018;624
0125 Ekerö;70-74 år;män;2008;416
0125 Ekerö;70-74 år;män;2009;464
0125 Ekerö;70-74 år;män;2010;463
0125 Ekerö;70-74 år;män;2011;478
0125 Ekerö;70-74 år;män;2012;541
0125 Ekerö;70-74 år;män;2013;579
0125 Ekerö;70-74 år;män;2014;626
0125 Ekerö;70-74 år;män;2015;695
0125 Ekerö;70-74 år;män;2016;749
0125 Ekerö;70-74 år;män;2017;739
0125 Ekerö;70-74 år;män;2018;724
0125 Ekerö;75-79 år;män;2008;261
0125 Ekerö;75-79 år;män;2009;277
0125 Ekerö;75-79 år;män;2010;293
0125 Ekerö;75-79 år;män;2011;317
0125 Ekerö;75-79 år;män;2012;332
0125 Ekerö;75-79 år;män;2013;362
0125 Ekerö;75-79 år;män;2014;391
0125 Ekerö;75-79 år;män;2015;410
0125 Ekerö;75-79 år;män;2016;427
0125 Ekerö;75-79 år;män;2017;483
0125 Ekerö;75-79 år;män;2018;533
0125 Ekerö;80-84 år;män;2008;171
0125 Ekerö;80-84 år;män;2009;169
0125 Ekerö;80-84 år;män;2010;174
0125 Ekerö;80-84 år;män;2011;177
0125 Ekerö;80-84 år;män;2012;189
0125 Ekerö;80-84 år;män;2013;199
0125 Ekerö;80-84 år;män;2014;228
0125 Ekerö;80-84 år;män;2015;244
0125 Ekerö;80-84 år;män;2016;244
0125 Ekerö;80-84 år;män;2017;261
0125 Ekerö;80-84 år;män;2018;280
