region;ålder;kön;år;Folkmängd
1494 Lidköping;70-74 år;kvinnor;2017;1262
1494 Lidköping;70-74 år;kvinnor;2018;1264
1494 Lidköping;75-79 år;kvinnor;2008;741
1494 Lidköping;75-79 år;kvinnor;2009;758
1494 Lidköping;75-79 år;kvinnor;2010;768
1494 Lidköping;75-79 år;kvinnor;2011;767
1494 Lidköping;75-79 år;kvinnor;2012;796
1494 Lidköping;75-79 år;kvinnor;2013;818
1494 Lidköping;75-79 år;kvinnor;2014;832
1494 Lidköping;75-79 år;kvinnor;2015;826
1494 Lidköping;75-79 år;kvinnor;2016;847
1494 Lidköping;75-79 år;kvinnor;2017;894
1494 Lidköping;75-79 år;kvinnor;2018;952
1494 Lidköping;80-84 år;kvinnor;2008;644
1494 Lidköping;80-84 år;kvinnor;2009;623
1494 Lidköping;80-84 år;kvinnor;2010;609
1494 Lidköping;80-84 år;kvinnor;2011;633
1494 Lidköping;80-84 år;kvinnor;2012;632
1494 Lidköping;80-84 år;kvinnor;2013;633
1494 Lidköping;80-84 år;kvinnor;2014;647
1494 Lidköping;80-84 år;kvinnor;2015;660
1494 Lidköping;80-84 år;kvinnor;2016;647
1494 Lidköping;80-84 år;kvinnor;2017;687
1494 Lidköping;80-84 år;kvinnor;2018;695
1494 Lidköping;85-89 år;kvinnor;2008;489
1494 Lidköping;85-89 år;kvinnor;2009;491
1494 Lidköping;85-89 år;kvinnor;2010;488
1494 Lidköping;85-89 år;kvinnor;2011;442
1494 Lidköping;85-89 år;kvinnor;2012;427
1494 Lidköping;85-89 år;kvinnor;2013;430
1494 Lidköping;85-89 år;kvinnor;2014;429
1494 Lidköping;85-89 år;kvinnor;2015;448
1494 Lidköping;85-89 år;kvinnor;2016;456
1494 Lidköping;85-89 år;kvinnor;2017;439
1494 Lidköping;85-89 år;kvinnor;2018;457
1494 Lidköping;90-94 år;kvinnor;2008;195
1494 Lidköping;90-94 år;kvinnor;2009;186
1494 Lidköping;90-94 år;kvinnor;2010;193
1494 Lidköping;90-94 år;kvinnor;2011;221
1494 Lidköping;90-94 år;kvinnor;2012;229
1494 Lidköping;90-94 år;kvinnor;2013;230
1494 Lidköping;90-94 år;kvinnor;2014;236
1494 Lidköping;90-94 år;kvinnor;2015;239
1494 Lidköping;90-94 år;kvinnor;2016;226
1494 Lidköping;90-94 år;kvinnor;2017;212
1494 Lidköping;90-94 år;kvinnor;2018;225
1494 Lidköping;95-99 år;kvinnor;2008;58
1494 Lidköping;95-99 år;kvinnor;2009;55
1494 Lidköping;95-99 år;kvinnor;2010;57
1494 Lidköping;95-99 år;kvinnor;2011;55
1494 Lidköping;95-99 år;kvinnor;2012;53
1494 Lidköping;95-99 år;kvinnor;2013;51
1494 Lidköping;95-99 år;kvinnor;2014;56
1494 Lidköping;95-99 år;kvinnor;2015;58
1494 Lidköping;95-99 år;kvinnor;2016;57
1494 Lidköping;95-99 år;kvinnor;2017;59
1494 Lidköping;95-99 år;kvinnor;2018;60
1494 Lidköping;100+ år;kvinnor;2008;3
1494 Lidköping;100+ år;kvinnor;2009;6
1494 Lidköping;100+ år;kvinnor;2010;3
1494 Lidköping;100+ år;kvinnor;2011;3
1494 Lidköping;100+ år;kvinnor;2012;5
1494 Lidköping;100+ år;kvinnor;2013;10
1494 Lidköping;100+ år;kvinnor;2014;14
1494 Lidköping;100+ år;kvinnor;2015;10
1494 Lidköping;100+ år;kvinnor;2016;7
1494 Lidköping;100+ år;kvinnor;2017;8
1494 Lidköping;100+ år;kvinnor;2018;9
1495 Skara;55-59 år;kvinnor;2008;582
1495 Skara;55-59 år;kvinnor;2009;561
1495 Skara;55-59 år;kvinnor;2010;534
1495 Skara;55-59 år;kvinnor;2011;540
1495 Skara;55-59 år;kvinnor;2012;574
1495 Skara;55-59 år;kvinnor;2013;597
1495 Skara;55-59 år;kvinnor;2014;606
1495 Skara;55-59 år;kvinnor;2015;620
1495 Skara;55-59 år;kvinnor;2016;610
1495 Skara;55-59 år;kvinnor;2017;583
1495 Skara;55-59 år;kvinnor;2018;568
1495 Skara;60-64 år;kvinnor;2008;674
1495 Skara;60-64 år;kvinnor;2009;653
1495 Skara;60-64 år;kvinnor;2010;654
1495 Skara;60-64 år;kvinnor;2011;620
1495 Skara;60-64 år;kvinnor;2012;608
1495 Skara;60-64 år;kvinnor;2013;568
1495 Skara;60-64 år;kvinnor;2014;548
1495 Skara;60-64 år;kvinnor;2015;524
1495 Skara;60-64 år;kvinnor;2016;536
1495 Skara;60-64 år;kvinnor;2017;551
1495 Skara;60-64 år;kvinnor;2018;571
1495 Skara;65-69 år;kvinnor;2008;525
1495 Skara;65-69 år;kvinnor;2009;548
1495 Skara;65-69 år;kvinnor;2010;551
1495 Skara;65-69 år;kvinnor;2011;598
1495 Skara;65-69 år;kvinnor;2012;621
1495 Skara;65-69 år;kvinnor;2013;640
1495 Skara;65-69 år;kvinnor;2014;625
1495 Skara;65-69 år;kvinnor;2015;623
1495 Skara;65-69 år;kvinnor;2016;593
1495 Skara;65-69 år;kvinnor;2017;577
1495 Skara;65-69 år;kvinnor;2018;543
1495 Skara;70-74 år;kvinnor;2008;371
1495 Skara;70-74 år;kvinnor;2009;390
1495 Skara;70-74 år;kvinnor;2010;429
1495 Skara;70-74 år;kvinnor;2011;441
1495 Skara;70-74 år;kvinnor;2012;462
1495 Skara;70-74 år;kvinnor;2013;493
1495 Skara;70-74 år;kvinnor;2014;517
1495 Skara;70-74 år;kvinnor;2015;522
1495 Skara;70-74 år;kvinnor;2016;568
1495 Skara;70-74 år;kvinnor;2017;592
1495 Skara;70-74 år;kvinnor;2018;601
1495 Skara;75-79 år;kvinnor;2008;371
1495 Skara;75-79 år;kvinnor;2009;375
1495 Skara;75-79 år;kvinnor;2010;365
1495 Skara;75-79 år;kvinnor;2011;353
1495 Skara;75-79 år;kvinnor;2012;339
1495 Skara;75-79 år;kvinnor;2013;342
1495 Skara;75-79 år;kvinnor;2014;364
1495 Skara;75-79 år;kvinnor;2015;399
1495 Skara;75-79 år;kvinnor;2016;402
1495 Skara;75-79 år;kvinnor;2017;428
1495 Skara;75-79 år;kvinnor;2018;450
1495 Skara;80-84 år;kvinnor;2008;317
1495 Skara;80-84 år;kvinnor;2009;309
1495 Skara;80-84 år;kvinnor;2010;311
1495 Skara;80-84 år;kvinnor;2011;306
1495 Skara;80-84 år;kvinnor;2012;314
1495 Skara;80-84 år;kvinnor;2013;309
1495 Skara;80-84 år;kvinnor;2014;308
1495 Skara;80-84 år;kvinnor;2015;303
1495 Skara;80-84 år;kvinnor;2016;306
1495 Skara;80-84 år;kvinnor;2017;290
1495 Skara;80-84 år;kvinnor;2018;288
1495 Skara;85-89 år;kvinnor;2008;226
1495 Skara;85-89 år;kvinnor;2009;242
1495 Skara;85-89 år;kvinnor;2010;233
1495 Skara;85-89 år;kvinnor;2011;232
1495 Skara;85-89 år;kvinnor;2012;214
1495 Skara;85-89 år;kvinnor;2013;212
1495 Skara;85-89 år;kvinnor;2014;207
1495 Skara;85-89 år;kvinnor;2015;206
1495 Skara;85-89 år;kvinnor;2016;208
1495 Skara;85-89 år;kvinnor;2017;217
1495 Skara;85-89 år;kvinnor;2018;211
1495 Skara;90-94 år;kvinnor;2008;112
1495 Skara;90-94 år;kvinnor;2009;110
1495 Skara;90-94 år;kvinnor;2010;95
1495 Skara;90-94 år;kvinnor;2011;103
1495 Skara;90-94 år;kvinnor;2012;113
1495 Skara;90-94 år;kvinnor;2013;119
1495 Skara;90-94 år;kvinnor;2014;129
1495 Skara;90-94 år;kvinnor;2015;124
1495 Skara;90-94 år;kvinnor;2016;119
1495 Skara;90-94 år;kvinnor;2017;108
1495 Skara;90-94 år;kvinnor;2018;115
1495 Skara;95-99 år;kvinnor;2008;18
1495 Skara;95-99 år;kvinnor;2009;16
1495 Skara;95-99 år;kvinnor;2010;27
1495 Skara;95-99 år;kvinnor;2011;26
1495 Skara;95-99 år;kvinnor;2012;29
1495 Skara;95-99 år;kvinnor;2013;31
1495 Skara;95-99 år;kvinnor;2014;29
1495 Skara;95-99 år;kvinnor;2015;32
1495 Skara;95-99 år;kvinnor;2016;35
1495 Skara;95-99 år;kvinnor;2017;36
1495 Skara;95-99 år;kvinnor;2018;36
1495 Skara;100+ år;kvinnor;2008;5
1495 Skara;100+ år;kvinnor;2009;2
1495 Skara;100+ år;kvinnor;2010;3
1495 Skara;100+ år;kvinnor;2011;4
1495 Skara;100+ år;kvinnor;2012;2
1495 Skara;100+ år;kvinnor;2013;3
1495 Skara;100+ år;kvinnor;2014;4
1495 Skara;100+ år;kvinnor;2015;6
1495 Skara;100+ år;kvinnor;2016;5
1495 Skara;100+ år;kvinnor;2017;3
1495 Skara;100+ år;kvinnor;2018;3
1496 Skövde;55-59 år;kvinnor;2008;1582
1496 Skövde;55-59 år;kvinnor;2009;1563
1496 Skövde;55-59 år;kvinnor;2010;1550
1496 Skövde;55-59 år;kvinnor;2011;1570
1496 Skövde;55-59 år;kvinnor;2012;1552
1496 Skövde;55-59 år;kvinnor;2013;1544
1496 Skövde;55-59 år;kvinnor;2014;1562
1496 Skövde;55-59 år;kvinnor;2015;1521
1496 Skövde;55-59 år;kvinnor;2016;1531
1496 Skövde;55-59 år;kvinnor;2017;1566
1496 Skövde;55-59 år;kvinnor;2018;1565
1496 Skövde;60-64 år;kvinnor;2008;1612
1496 Skövde;60-64 år;kvinnor;2009;1596
1496 Skövde;60-64 år;kvinnor;2010;1610
1496 Skövde;60-64 år;kvinnor;2011;1565
1496 Skövde;60-64 år;kvinnor;2012;1556
1496 Skövde;60-64 år;kvinnor;2013;1558
1496 Skövde;60-64 år;kvinnor;2014;1534
1496 Skövde;60-64 år;kvinnor;2015;1523
1496 Skövde;60-64 år;kvinnor;2016;1550
1496 Skövde;60-64 år;kvinnor;2017;1536
1496 Skövde;60-64 år;kvinnor;2018;1540
1496 Skövde;65-69 år;kvinnor;2008;1364
1496 Skövde;65-69 år;kvinnor;2009;1416
1496 Skövde;65-69 år;kvinnor;2010;1456
1496 Skövde;65-69 år;kvinnor;2011;1515
1496 Skövde;65-69 år;kvinnor;2012;1542
1496 Skövde;65-69 år;kvinnor;2013;1549
1496 Skövde;65-69 år;kvinnor;2014;1525
1496 Skövde;65-69 år;kvinnor;2015;1539
1496 Skövde;65-69 år;kvinnor;2016;1501
1496 Skövde;65-69 år;kvinnor;2017;1489
1496 Skövde;65-69 år;kvinnor;2018;1489
1496 Skövde;70-74 år;kvinnor;2008;1047
1496 Skövde;70-74 år;kvinnor;2009;1076
1496 Skövde;70-74 år;kvinnor;2010;1122
1496 Skövde;70-74 år;kvinnor;2011;1174
1496 Skövde;70-74 år;kvinnor;2012;1223
1496 Skövde;70-74 år;kvinnor;2013;1278
1496 Skövde;70-74 år;kvinnor;2014;1324
1496 Skövde;70-74 år;kvinnor;2015;1373
1496 Skövde;70-74 år;kvinnor;2016;1449
1496 Skövde;70-74 år;kvinnor;2017;1486
1496 Skövde;70-74 år;kvinnor;2018;1498
1496 Skövde;75-79 år;kvinnor;2008;951
1496 Skövde;75-79 år;kvinnor;2009;959
1496 Skövde;75-79 år;kvinnor;2010;940
1496 Skövde;75-79 år;kvinnor;2011;929
1496 Skövde;75-79 år;kvinnor;2012;926
1496 Skövde;75-79 år;kvinnor;2013;950
1496 Skövde;75-79 år;kvinnor;2014;994
1496 Skövde;75-79 år;kvinnor;2015;1049
1496 Skövde;75-79 år;kvinnor;2016;1083
1496 Skövde;75-79 år;kvinnor;2017;1133
1496 Skövde;75-79 år;kvinnor;2018;1185
1496 Skövde;80-84 år;kvinnor;2008;796
1496 Skövde;80-84 år;kvinnor;2009;795
1496 Skövde;80-84 år;kvinnor;2010;797
1496 Skövde;80-84 år;kvinnor;2011;820
1496 Skövde;80-84 år;kvinnor;2012;819
1496 Skövde;80-84 år;kvinnor;2013;807
1496 Skövde;80-84 år;kvinnor;2014;819
1496 Skövde;80-84 år;kvinnor;2015;802
1496 Skövde;80-84 år;kvinnor;2016;795
1496 Skövde;80-84 år;kvinnor;2017;806
1496 Skövde;80-84 år;kvinnor;2018;821
1496 Skövde;85-89 år;kvinnor;2008;570
1496 Skövde;85-89 år;kvinnor;2009;567
1496 Skövde;85-89 år;kvinnor;2010;544
1496 Skövde;85-89 år;kvinnor;2011;526
1496 Skövde;85-89 år;kvinnor;2012;556
1496 Skövde;85-89 år;kvinnor;2013;549
1496 Skövde;85-89 år;kvinnor;2014;558
1496 Skövde;85-89 år;kvinnor;2015;566
1496 Skövde;85-89 år;kvinnor;2016;598
1496 Skövde;85-89 år;kvinnor;2017;595
1496 Skövde;85-89 år;kvinnor;2018;595
1496 Skövde;90-94 år;kvinnor;2008;228
1496 Skövde;90-94 år;kvinnor;2009;228
1496 Skövde;90-94 år;kvinnor;2010;235
1496 Skövde;90-94 år;kvinnor;2011;223
1496 Skövde;90-94 år;kvinnor;2012;236
1496 Skövde;90-94 år;kvinnor;2013;255
1496 Skövde;90-94 år;kvinnor;2014;237
1496 Skövde;90-94 år;kvinnor;2015;241
1496 Skövde;90-94 år;kvinnor;2016;238
1496 Skövde;90-94 år;kvinnor;2017;252
1496 Skövde;90-94 år;kvinnor;2018;269
1496 Skövde;95-99 år;kvinnor;2008;48
1496 Skövde;95-99 år;kvinnor;2009;50
1496 Skövde;95-99 år;kvinnor;2010;53
1496 Skövde;95-99 år;kvinnor;2011;52
1496 Skövde;95-99 år;kvinnor;2012;49
1496 Skövde;95-99 år;kvinnor;2013;59
1496 Skövde;95-99 år;kvinnor;2014;55
1496 Skövde;95-99 år;kvinnor;2015;56
1496 Skövde;95-99 år;kvinnor;2016;56
1496 Skövde;95-99 år;kvinnor;2017;62
1496 Skövde;95-99 år;kvinnor;2018;68
1496 Skövde;100+ år;kvinnor;2008;3
1496 Skövde;100+ år;kvinnor;2009;6
1496 Skövde;100+ år;kvinnor;2010;6
1496 Skövde;100+ år;kvinnor;2011;8
1496 Skövde;100+ år;kvinnor;2012;9
1496 Skövde;100+ år;kvinnor;2013;5
1496 Skövde;100+ år;kvinnor;2014;7
1496 Skövde;100+ år;kvinnor;2015;7
1496 Skövde;100+ år;kvinnor;2016;6
1496 Skövde;100+ år;kvinnor;2017;7
1496 Skövde;100+ år;kvinnor;2018;5
1497 Hjo;55-59 år;kvinnor;2008;342
1497 Hjo;55-59 år;kvinnor;2009;330
1497 Hjo;55-59 år;kvinnor;2010;320
1497 Hjo;55-59 år;kvinnor;2011;318
1497 Hjo;55-59 år;kvinnor;2012;317
1497 Hjo;55-59 år;kvinnor;2013;313
1497 Hjo;55-59 år;kvinnor;2014;294
1497 Hjo;55-59 år;kvinnor;2015;291
1497 Hjo;55-59 år;kvinnor;2016;274
1497 Hjo;55-59 år;kvinnor;2017;261
1497 Hjo;55-59 år;kvinnor;2018;247
1497 Hjo;60-64 år;kvinnor;2008;340
1497 Hjo;60-64 år;kvinnor;2009;358
1497 Hjo;60-64 år;kvinnor;2010;346
1497 Hjo;60-64 år;kvinnor;2011;332
1497 Hjo;60-64 år;kvinnor;2012;330
1497 Hjo;60-64 år;kvinnor;2013;336
1497 Hjo;60-64 år;kvinnor;2014;333
1497 Hjo;60-64 år;kvinnor;2015;324
1497 Hjo;60-64 år;kvinnor;2016;328
1497 Hjo;60-64 år;kvinnor;2017;319
1497 Hjo;60-64 år;kvinnor;2018;315
1497 Hjo;65-69 år;kvinnor;2008;273
1497 Hjo;65-69 år;kvinnor;2009;294
1497 Hjo;65-69 år;kvinnor;2010;326
1497 Hjo;65-69 år;kvinnor;2011;342
1497 Hjo;65-69 år;kvinnor;2012;347
1497 Hjo;65-69 år;kvinnor;2013;353
1497 Hjo;65-69 år;kvinnor;2014;360
1497 Hjo;65-69 år;kvinnor;2015;343
1497 Hjo;65-69 år;kvinnor;2016;328
1497 Hjo;65-69 år;kvinnor;2017;332
1497 Hjo;65-69 år;kvinnor;2018;335
1497 Hjo;70-74 år;kvinnor;2008;195
1497 Hjo;70-74 år;kvinnor;2009;190
1497 Hjo;70-74 år;kvinnor;2010;199
1497 Hjo;70-74 år;kvinnor;2011;215
1497 Hjo;70-74 år;kvinnor;2012;244
1497 Hjo;70-74 år;kvinnor;2013;267
1497 Hjo;70-74 år;kvinnor;2014;285
1497 Hjo;70-74 år;kvinnor;2015;313
1497 Hjo;70-74 år;kvinnor;2016;328
1497 Hjo;70-74 år;kvinnor;2017;338
1497 Hjo;70-74 år;kvinnor;2018;351
1497 Hjo;75-79 år;kvinnor;2008;190
1497 Hjo;75-79 år;kvinnor;2009;188
1497 Hjo;75-79 år;kvinnor;2010;193
1497 Hjo;75-79 år;kvinnor;2011;189
1497 Hjo;75-79 år;kvinnor;2012;189
1497 Hjo;75-79 år;kvinnor;2013;182
1497 Hjo;75-79 år;kvinnor;2014;177
1497 Hjo;75-79 år;kvinnor;2015;181
1497 Hjo;75-79 år;kvinnor;2016;198
1497 Hjo;75-79 år;kvinnor;2017;222
1497 Hjo;75-79 år;kvinnor;2018;251
1497 Hjo;80-84 år;kvinnor;2008;184
1497 Hjo;80-84 år;kvinnor;2009;177
1497 Hjo;80-84 år;kvinnor;2010;161
1497 Hjo;80-84 år;kvinnor;2011;155
1497 Hjo;80-84 år;kvinnor;2012;156
1497 Hjo;80-84 år;kvinnor;2013;154
1497 Hjo;80-84 år;kvinnor;2014;161
1497 Hjo;80-84 år;kvinnor;2015;161
1497 Hjo;80-84 år;kvinnor;2016;160
1497 Hjo;80-84 år;kvinnor;2017;158
1497 Hjo;80-84 år;kvinnor;2018;156
1497 Hjo;85-89 år;kvinnor;2008;132
1497 Hjo;85-89 år;kvinnor;2009;143
1497 Hjo;85-89 år;kvinnor;2010;142
1497 Hjo;85-89 år;kvinnor;2011;138
1497 Hjo;85-89 år;kvinnor;2012;133
1497 Hjo;85-89 år;kvinnor;2013;124
1497 Hjo;85-89 år;kvinnor;2014;128
1497 Hjo;85-89 år;kvinnor;2015;111
1497 Hjo;85-89 år;kvinnor;2016;115
1497 Hjo;85-89 år;kvinnor;2017;112
1497 Hjo;85-89 år;kvinnor;2018;115
1497 Hjo;90-94 år;kvinnor;2008;51
1497 Hjo;90-94 år;kvinnor;2009;47
1497 Hjo;90-94 år;kvinnor;2010;59
1497 Hjo;90-94 år;kvinnor;2011;69
1497 Hjo;90-94 år;kvinnor;2012;65
1497 Hjo;90-94 år;kvinnor;2013;71
1497 Hjo;90-94 år;kvinnor;2014;72
1497 Hjo;90-94 år;kvinnor;2015;69
1497 Hjo;90-94 år;kvinnor;2016;65
1497 Hjo;90-94 år;kvinnor;2017;61
1497 Hjo;90-94 år;kvinnor;2018;54
1497 Hjo;95-99 år;kvinnor;2008;9
1497 Hjo;95-99 år;kvinnor;2009;9
1497 Hjo;95-99 år;kvinnor;2010;8
1497 Hjo;95-99 år;kvinnor;2011;10
1497 Hjo;95-99 år;kvinnor;2012;14
1497 Hjo;95-99 år;kvinnor;2013;15
1497 Hjo;95-99 år;kvinnor;2014;18
1497 Hjo;95-99 år;kvinnor;2015;19
1497 Hjo;95-99 år;kvinnor;2016;18
1497 Hjo;95-99 år;kvinnor;2017;16
1497 Hjo;95-99 år;kvinnor;2018;21
1497 Hjo;100+ år;kvinnor;2008;1
1497 Hjo;100+ år;kvinnor;2009;1
1497 Hjo;100+ år;kvinnor;2010;1
1497 Hjo;100+ år;kvinnor;2011;1
1497 Hjo;100+ år;kvinnor;2012;1
1497 Hjo;100+ år;kvinnor;2013;1
1497 Hjo;100+ år;kvinnor;2014;0
1497 Hjo;100+ år;kvinnor;2015;0
1497 Hjo;100+ år;kvinnor;2016;1
1497 Hjo;100+ år;kvinnor;2017;2
1497 Hjo;100+ år;kvinnor;2018;2
1498 Tidaholm;55-59 år;kvinnor;2008;388
1498 Tidaholm;55-59 år;kvinnor;2009;404
1498 Tidaholm;55-59 år;kvinnor;2010;387
1498 Tidaholm;55-59 år;kvinnor;2011;399
1498 Tidaholm;55-59 år;kvinnor;2012;398
1498 Tidaholm;55-59 år;kvinnor;2013;417
1498 Tidaholm;55-59 år;kvinnor;2014;426
1498 Tidaholm;55-59 år;kvinnor;2015;424
1498 Tidaholm;55-59 år;kvinnor;2016;415
1498 Tidaholm;55-59 år;kvinnor;2017;410
1498 Tidaholm;55-59 år;kvinnor;2018;414
1498 Tidaholm;60-64 år;kvinnor;2008;420
1498 Tidaholm;60-64 år;kvinnor;2009;397
1498 Tidaholm;60-64 år;kvinnor;2010;396
1498 Tidaholm;60-64 år;kvinnor;2011;398
1498 Tidaholm;60-64 år;kvinnor;2012;387
1498 Tidaholm;60-64 år;kvinnor;2013;376
1498 Tidaholm;60-64 år;kvinnor;2014;391
1498 Tidaholm;60-64 år;kvinnor;2015;375
1498 Tidaholm;60-64 år;kvinnor;2016;388
1498 Tidaholm;60-64 år;kvinnor;2017;391
1498 Tidaholm;60-64 år;kvinnor;2018;395
1498 Tidaholm;65-69 år;kvinnor;2008;383
1498 Tidaholm;65-69 år;kvinnor;2009;380
1498 Tidaholm;65-69 år;kvinnor;2010;400
1498 Tidaholm;65-69 år;kvinnor;2011;414
1498 Tidaholm;65-69 år;kvinnor;2012;404
1498 Tidaholm;65-69 år;kvinnor;2013;408
1498 Tidaholm;65-69 år;kvinnor;2014;385
1498 Tidaholm;65-69 år;kvinnor;2015;381
1498 Tidaholm;65-69 år;kvinnor;2016;385
1498 Tidaholm;65-69 år;kvinnor;2017;381
1498 Tidaholm;65-69 år;kvinnor;2018;362
1498 Tidaholm;70-74 år;kvinnor;2008;304
1498 Tidaholm;70-74 år;kvinnor;2009;315
1498 Tidaholm;70-74 år;kvinnor;2010;326
1498 Tidaholm;70-74 år;kvinnor;2011;320
1498 Tidaholm;70-74 år;kvinnor;2012;347
1498 Tidaholm;70-74 år;kvinnor;2013;360
1498 Tidaholm;70-74 år;kvinnor;2014;362
1498 Tidaholm;70-74 år;kvinnor;2015;381
1498 Tidaholm;70-74 år;kvinnor;2016;388
1498 Tidaholm;70-74 år;kvinnor;2017;380
1498 Tidaholm;70-74 år;kvinnor;2018;387
1498 Tidaholm;75-79 år;kvinnor;2008;308
1498 Tidaholm;75-79 år;kvinnor;2009;304
1498 Tidaholm;75-79 år;kvinnor;2010;284
1498 Tidaholm;75-79 år;kvinnor;2011;275
1498 Tidaholm;75-79 år;kvinnor;2012;274
1498 Tidaholm;75-79 år;kvinnor;2013;268
1498 Tidaholm;75-79 år;kvinnor;2014;279
1498 Tidaholm;75-79 år;kvinnor;2015;295
1498 Tidaholm;75-79 år;kvinnor;2016;301
1498 Tidaholm;75-79 år;kvinnor;2017;319
1498 Tidaholm;75-79 år;kvinnor;2018;322
1498 Tidaholm;80-84 år;kvinnor;2008;238
1498 Tidaholm;80-84 år;kvinnor;2009;240
1498 Tidaholm;80-84 år;kvinnor;2010;257
1498 Tidaholm;80-84 år;kvinnor;2011;258
1498 Tidaholm;80-84 år;kvinnor;2012;259
1498 Tidaholm;80-84 år;kvinnor;2013;256
1498 Tidaholm;80-84 år;kvinnor;2014;244
1498 Tidaholm;80-84 år;kvinnor;2015;234
1498 Tidaholm;80-84 år;kvinnor;2016;226
1498 Tidaholm;80-84 år;kvinnor;2017;225
1498 Tidaholm;80-84 år;kvinnor;2018;223
1498 Tidaholm;85-89 år;kvinnor;2008;153
1498 Tidaholm;85-89 år;kvinnor;2009;170
1498 Tidaholm;85-89 år;kvinnor;2010;162
1498 Tidaholm;85-89 år;kvinnor;2011;165
1498 Tidaholm;85-89 år;kvinnor;2012;167
1498 Tidaholm;85-89 år;kvinnor;2013;166
1498 Tidaholm;85-89 år;kvinnor;2014;168
1498 Tidaholm;85-89 år;kvinnor;2015;182
1498 Tidaholm;85-89 år;kvinnor;2016;185
1498 Tidaholm;85-89 år;kvinnor;2017;194
1498 Tidaholm;85-89 år;kvinnor;2018;199
1498 Tidaholm;90-94 år;kvinnor;2008;54
1498 Tidaholm;90-94 år;kvinnor;2009;53
1498 Tidaholm;90-94 år;kvinnor;2010;60
1498 Tidaholm;90-94 år;kvinnor;2011;67
1498 Tidaholm;90-94 år;kvinnor;2012;61
1498 Tidaholm;90-94 år;kvinnor;2013;72
1498 Tidaholm;90-94 år;kvinnor;2014;80
1498 Tidaholm;90-94 år;kvinnor;2015;75
1498 Tidaholm;90-94 år;kvinnor;2016;76
1498 Tidaholm;90-94 år;kvinnor;2017;74
1498 Tidaholm;90-94 år;kvinnor;2018;76
1498 Tidaholm;95-99 år;kvinnor;2008;17
1498 Tidaholm;95-99 år;kvinnor;2009;13
1498 Tidaholm;95-99 år;kvinnor;2010;16
1498 Tidaholm;95-99 år;kvinnor;2011;17
1498 Tidaholm;95-99 år;kvinnor;2012;14
1498 Tidaholm;95-99 år;kvinnor;2013;11
1498 Tidaholm;95-99 år;kvinnor;2014;9
1498 Tidaholm;95-99 år;kvinnor;2015;9
1498 Tidaholm;95-99 år;kvinnor;2016;16
1498 Tidaholm;95-99 år;kvinnor;2017;18
1498 Tidaholm;95-99 år;kvinnor;2018;19
1498 Tidaholm;100+ år;kvinnor;2008;1
1498 Tidaholm;100+ år;kvinnor;2009;1
1498 Tidaholm;100+ år;kvinnor;2010;3
1498 Tidaholm;100+ år;kvinnor;2011;2
1498 Tidaholm;100+ år;kvinnor;2012;2
1498 Tidaholm;100+ år;kvinnor;2013;3
1498 Tidaholm;100+ år;kvinnor;2014;0
1498 Tidaholm;100+ år;kvinnor;2015;1
1498 Tidaholm;100+ år;kvinnor;2016;1
1498 Tidaholm;100+ år;kvinnor;2017;1
1498 Tidaholm;100+ år;kvinnor;2018;0
1499 Falköping;55-59 år;kvinnor;2008;968
1499 Falköping;55-59 år;kvinnor;2009;930
1499 Falköping;55-59 år;kvinnor;2010;945
1499 Falköping;55-59 år;kvinnor;2011;996
1499 Falköping;55-59 år;kvinnor;2012;1032
1499 Falköping;55-59 år;kvinnor;2013;1022
1499 Falköping;55-59 år;kvinnor;2014;1014
1499 Falköping;55-59 år;kvinnor;2015;992
1499 Falköping;55-59 år;kvinnor;2016;958
1499 Falköping;55-59 år;kvinnor;2017;939
1499 Falköping;55-59 år;kvinnor;2018;964
1499 Falköping;60-64 år;kvinnor;2008;1038
1499 Falköping;60-64 år;kvinnor;2009;1029
1499 Falköping;60-64 år;kvinnor;2010;1010
1499 Falköping;60-64 år;kvinnor;2011;974
1499 Falköping;60-64 år;kvinnor;2012;928
1499 Falköping;60-64 år;kvinnor;2013;931
1499 Falköping;60-64 år;kvinnor;2014;919
1499 Falköping;60-64 år;kvinnor;2015;937
1499 Falköping;60-64 år;kvinnor;2016;982
1499 Falköping;60-64 år;kvinnor;2017;1015
1499 Falköping;60-64 år;kvinnor;2018;993
1499 Falköping;65-69 år;kvinnor;2008;840
1499 Falköping;65-69 år;kvinnor;2009;876
1499 Falköping;65-69 år;kvinnor;2010;909
1499 Falköping;65-69 år;kvinnor;2011;949
1499 Falköping;65-69 år;kvinnor;2012;989
1499 Falköping;65-69 år;kvinnor;2013;1009
1499 Falköping;65-69 år;kvinnor;2014;989
1499 Falköping;65-69 år;kvinnor;2015;976
1499 Falköping;65-69 år;kvinnor;2016;943
1499 Falköping;65-69 år;kvinnor;2017;897
1499 Falköping;65-69 år;kvinnor;2018;908
1499 Falköping;70-74 år;kvinnor;2008;792
1499 Falköping;70-74 år;kvinnor;2009;804
1499 Falköping;70-74 år;kvinnor;2010;805
1499 Falköping;70-74 år;kvinnor;2011;788
1499 Falköping;70-74 år;kvinnor;2012;826
1499 Falköping;70-74 år;kvinnor;2013;806
1499 Falköping;70-74 år;kvinnor;2014;839
1499 Falköping;70-74 år;kvinnor;2015;871
1499 Falköping;70-74 år;kvinnor;2016;900
1499 Falköping;70-74 år;kvinnor;2017;927
1499 Falköping;70-74 år;kvinnor;2018;939
