region;ålder;år;Folkmängd
1489 Alingsås;totalt ålder;2011;38053
1489 Alingsås;totalt ålder;2012;38355
1489 Alingsås;totalt ålder;2013;38619
1489 Alingsås;totalt ålder;2014;39188
1489 Alingsås;totalt ålder;2015;39602
1489 Alingsås;totalt ålder;2016;40045
1489 Alingsås;totalt ålder;2017;40390
1489 Alingsås;totalt ålder;2018;41070
1490 Borås;totalt ålder;2008;101487
1490 Borås;totalt ålder;2009;102458
1490 Borås;totalt ålder;2010;103294
1490 Borås;totalt ålder;2011;104106
1490 Borås;totalt ålder;2012;104867
1490 Borås;totalt ålder;2013;105995
1490 Borås;totalt ålder;2014;107022
1490 Borås;totalt ålder;2015;108488
1490 Borås;totalt ålder;2016;109880
1490 Borås;totalt ålder;2017;111026
1490 Borås;totalt ålder;2018;112178
1491 Ulricehamn;totalt ålder;2008;22706
1491 Ulricehamn;totalt ålder;2009;22753
1491 Ulricehamn;totalt ålder;2010;22838
1491 Ulricehamn;totalt ålder;2011;22996
1491 Ulricehamn;totalt ålder;2012;23015
1491 Ulricehamn;totalt ålder;2013;23211
1491 Ulricehamn;totalt ålder;2014;23244
1491 Ulricehamn;totalt ålder;2015;23494
1491 Ulricehamn;totalt ålder;2016;23887
1491 Ulricehamn;totalt ålder;2017;24296
1491 Ulricehamn;totalt ålder;2018;24445
1492 Åmål;totalt ålder;2008;12545
1492 Åmål;totalt ålder;2009;12434
1492 Åmål;totalt ålder;2010;12295
1492 Åmål;totalt ålder;2011;12226
1492 Åmål;totalt ålder;2012;12211
1492 Åmål;totalt ålder;2013;12229
1492 Åmål;totalt ålder;2014;12326
1492 Åmål;totalt ålder;2015;12601
1492 Åmål;totalt ålder;2016;12801
1492 Åmål;totalt ålder;2017;12711
1492 Åmål;totalt ålder;2018;12720
1493 Mariestad;totalt ålder;2008;23825
1493 Mariestad;totalt ålder;2009;23799
1493 Mariestad;totalt ålder;2010;23741
1493 Mariestad;totalt ålder;2011;23732
1493 Mariestad;totalt ålder;2012;23739
1493 Mariestad;totalt ålder;2013;23870
1493 Mariestad;totalt ålder;2014;23921
1493 Mariestad;totalt ålder;2015;24043
1493 Mariestad;totalt ålder;2016;24215
1493 Mariestad;totalt ålder;2017;24290
1493 Mariestad;totalt ålder;2018;24372
1494 Lidköping;totalt ålder;2008;37922
1494 Lidköping;totalt ålder;2009;37989
1494 Lidköping;totalt ålder;2010;38048
1494 Lidköping;totalt ålder;2011;38183
1494 Lidköping;totalt ålder;2012;38254
1494 Lidköping;totalt ålder;2013;38414
1494 Lidköping;totalt ålder;2014;38761
1494 Lidköping;totalt ålder;2015;39009
1494 Lidköping;totalt ålder;2016;39235
1494 Lidköping;totalt ålder;2017;39506
1494 Lidköping;totalt ålder;2018;39879
1495 Skara;totalt ålder;2008;18518
1495 Skara;totalt ålder;2009;18455
1495 Skara;totalt ålder;2010;18314
1495 Skara;totalt ålder;2011;18220
1495 Skara;totalt ålder;2012;18281
1495 Skara;totalt ålder;2013;18580
1495 Skara;totalt ålder;2014;18747
1495 Skara;totalt ålder;2015;18711
1495 Skara;totalt ålder;2016;18979
1495 Skara;totalt ålder;2017;18843
1495 Skara;totalt ålder;2018;18829
1496 Skövde;totalt ålder;2008;50610
1496 Skövde;totalt ålder;2009;50984
1496 Skövde;totalt ålder;2010;51402
1496 Skövde;totalt ålder;2011;51761
1496 Skövde;totalt ålder;2012;52212
1496 Skövde;totalt ålder;2013;52859
1496 Skövde;totalt ålder;2014;53134
1496 Skövde;totalt ålder;2015;53555
1496 Skövde;totalt ålder;2016;54133
1496 Skövde;totalt ålder;2017;54975
1496 Skövde;totalt ålder;2018;55729
1497 Hjo;totalt ålder;2008;8809
1497 Hjo;totalt ålder;2009;8859
1497 Hjo;totalt ålder;2010;8841
1497 Hjo;totalt ålder;2011;8790
1497 Hjo;totalt ålder;2012;8832
1497 Hjo;totalt ålder;2013;8805
1497 Hjo;totalt ålder;2014;8885
1497 Hjo;totalt ålder;2015;8983
1497 Hjo;totalt ålder;2016;9048
1497 Hjo;totalt ålder;2017;9093
1497 Hjo;totalt ålder;2018;9176
1498 Tidaholm;totalt ålder;2008;12693
1498 Tidaholm;totalt ålder;2009;12632
1498 Tidaholm;totalt ålder;2010;12572
1498 Tidaholm;totalt ålder;2011;12569
1498 Tidaholm;totalt ålder;2012;12556
1498 Tidaholm;totalt ålder;2013;12565
1498 Tidaholm;totalt ålder;2014;12617
1498 Tidaholm;totalt ålder;2015;12669
1498 Tidaholm;totalt ålder;2016;12797
1498 Tidaholm;totalt ålder;2017;12827
1498 Tidaholm;totalt ålder;2018;12828
1499 Falköping;totalt ålder;2008;31349
1499 Falköping;totalt ålder;2009;31419
1499 Falköping;totalt ålder;2010;31513
1499 Falköping;totalt ålder;2011;31689
1499 Falköping;totalt ålder;2012;31689
1499 Falköping;totalt ålder;2013;31988
1499 Falköping;totalt ålder;2014;32185
1499 Falköping;totalt ålder;2015;32511
1499 Falköping;totalt ålder;2016;32806
1499 Falköping;totalt ålder;2017;33077
1499 Falköping;totalt ålder;2018;33155
1715 Kil;totalt ålder;2008;11674
1715 Kil;totalt ålder;2009;11717
1715 Kil;totalt ålder;2010;11706
1715 Kil;totalt ålder;2011;11682
1715 Kil;totalt ålder;2012;11782
1715 Kil;totalt ålder;2013;11810
1715 Kil;totalt ålder;2014;11885
1715 Kil;totalt ålder;2015;11802
1715 Kil;totalt ålder;2016;11800
1715 Kil;totalt ålder;2017;11910
1715 Kil;totalt ålder;2018;11962
1730 Eda;totalt ålder;2008;8653
1730 Eda;totalt ålder;2009;8577
1730 Eda;totalt ålder;2010;8524
1730 Eda;totalt ålder;2011;8460
1730 Eda;totalt ålder;2012;8496
1730 Eda;totalt ålder;2013;8426
1730 Eda;totalt ålder;2014;8453
1730 Eda;totalt ålder;2015;8505
1730 Eda;totalt ålder;2016;8526
1730 Eda;totalt ålder;2017;8618
1730 Eda;totalt ålder;2018;8575
1737 Torsby;totalt ålder;2008;12707
1737 Torsby;totalt ålder;2009;12508
1737 Torsby;totalt ålder;2010;12414
1737 Torsby;totalt ålder;2011;12312
1737 Torsby;totalt ålder;2012;12219
1737 Torsby;totalt ålder;2013;12013
1737 Torsby;totalt ålder;2014;11992
1737 Torsby;totalt ålder;2015;11910
1737 Torsby;totalt ålder;2016;12169
1737 Torsby;totalt ålder;2017;11890
1737 Torsby;totalt ålder;2018;11719
1760 Storfors;totalt ålder;2008;4383
1760 Storfors;totalt ålder;2009;4363
1760 Storfors;totalt ålder;2010;4273
1760 Storfors;totalt ålder;2011;4218
1760 Storfors;totalt ålder;2012;4150
1760 Storfors;totalt ålder;2013;4131
1760 Storfors;totalt ålder;2014;4106
1760 Storfors;totalt ålder;2015;4032
1760 Storfors;totalt ålder;2016;4046
1760 Storfors;totalt ålder;2017;4123
1760 Storfors;totalt ålder;2018;4055
1761 Hammarö;totalt ålder;2008;14655
1761 Hammarö;totalt ålder;2009;14833
1761 Hammarö;totalt ålder;2010;14926
1761 Hammarö;totalt ålder;2011;14943
1761 Hammarö;totalt ålder;2012;15061
1761 Hammarö;totalt ålder;2013;15136
1761 Hammarö;totalt ålder;2014;15256
1761 Hammarö;totalt ålder;2015;15420
1761 Hammarö;totalt ålder;2016;15725
1761 Hammarö;totalt ålder;2017;16174
1761 Hammarö;totalt ålder;2018;16483
1762 Munkfors;totalt ålder;2008;3814
1762 Munkfors;totalt ålder;2009;3793
1762 Munkfors;totalt ålder;2010;3771
1762 Munkfors;totalt ålder;2011;3702
1762 Munkfors;totalt ålder;2012;3642
1762 Munkfors;totalt ålder;2013;3656
1762 Munkfors;totalt ålder;2014;3656
1762 Munkfors;totalt ålder;2015;3663
1762 Munkfors;totalt ålder;2016;3738
1762 Munkfors;totalt ålder;2017;3763
1762 Munkfors;totalt ålder;2018;3789
1763 Forshaga;totalt ålder;2008;11415
1763 Forshaga;totalt ålder;2009;11401
1763 Forshaga;totalt ålder;2010;11266
1763 Forshaga;totalt ålder;2011;11229
1763 Forshaga;totalt ålder;2012;11311
1763 Forshaga;totalt ålder;2013;11292
1763 Forshaga;totalt ålder;2014;11379
1763 Forshaga;totalt ålder;2015;11379
1763 Forshaga;totalt ålder;2016;11451
1763 Forshaga;totalt ålder;2017;11509
1763 Forshaga;totalt ålder;2018;11518
1764 Grums;totalt ålder;2008;9250
1764 Grums;totalt ålder;2009;9142
1764 Grums;totalt ålder;2010;9091
1764 Grums;totalt ålder;2011;9017
1764 Grums;totalt ålder;2012;8939
1764 Grums;totalt ålder;2013;8925
1764 Grums;totalt ålder;2014;8958
1764 Grums;totalt ålder;2015;8945
1764 Grums;totalt ålder;2016;9063
1764 Grums;totalt ålder;2017;9011
1764 Grums;totalt ålder;2018;9016
1765 Årjäng;totalt ålder;2008;9952
1765 Årjäng;totalt ålder;2009;9915
1765 Årjäng;totalt ålder;2010;9855
1765 Årjäng;totalt ålder;2011;9827
1765 Årjäng;totalt ålder;2012;9864
1765 Årjäng;totalt ålder;2013;9953
1765 Årjäng;totalt ålder;2014;9804
1765 Årjäng;totalt ålder;2015;9869
1765 Årjäng;totalt ålder;2016;9958
1765 Årjäng;totalt ålder;2017;9948
1765 Årjäng;totalt ålder;2018;10011
1766 Sunne;totalt ålder;2008;13473
1766 Sunne;totalt ålder;2009;13345
1766 Sunne;totalt ålder;2010;13255
1766 Sunne;totalt ålder;2011;13142
1766 Sunne;totalt ålder;2012;13102
1766 Sunne;totalt ålder;2013;13011
1766 Sunne;totalt ålder;2014;13099
1766 Sunne;totalt ålder;2015;13208
1766 Sunne;totalt ålder;2016;13425
1766 Sunne;totalt ålder;2017;13331
1766 Sunne;totalt ålder;2018;13261
1780 Karlstad;totalt ålder;2008;83994
1780 Karlstad;totalt ålder;2009;84736
1780 Karlstad;totalt ålder;2010;85753
1780 Karlstad;totalt ålder;2011;86409
1780 Karlstad;totalt ålder;2012;86929
1780 Karlstad;totalt ålder;2013;87786
1780 Karlstad;totalt ålder;2014;88350
1780 Karlstad;totalt ålder;2015;89245
1780 Karlstad;totalt ålder;2016;90198
1780 Karlstad;totalt ålder;2017;91120
1780 Karlstad;totalt ålder;2018;92497
1781 Kristinehamn;totalt ålder;2008;23958
1781 Kristinehamn;totalt ålder;2009;23963
1781 Kristinehamn;totalt ålder;2010;23808
1781 Kristinehamn;totalt ålder;2011;23698
1781 Kristinehamn;totalt ålder;2012;23729
1781 Kristinehamn;totalt ålder;2013;23949
1781 Kristinehamn;totalt ålder;2014;24114
1781 Kristinehamn;totalt ålder;2015;24270
1781 Kristinehamn;totalt ålder;2016;24671
1781 Kristinehamn;totalt ålder;2017;24650
1781 Kristinehamn;totalt ålder;2018;24336
1782 Filipstad;totalt ålder;2008;10682
1782 Filipstad;totalt ålder;2009;10626
1782 Filipstad;totalt ålder;2010;10562
1782 Filipstad;totalt ålder;2011;10514
1782 Filipstad;totalt ålder;2012;10549
1782 Filipstad;totalt ålder;2013;10563
1782 Filipstad;totalt ålder;2014;10613
1782 Filipstad;totalt ålder;2015;10625
1782 Filipstad;totalt ålder;2016;10960
1782 Filipstad;totalt ålder;2017;10783
1782 Filipstad;totalt ålder;2018;10837
1783 Hagfors;totalt ålder;2008;12804
1783 Hagfors;totalt ålder;2009;12636
1783 Hagfors;totalt ålder;2010;12480
1783 Hagfors;totalt ålder;2011;12282
1783 Hagfors;totalt ålder;2012;12170
1783 Hagfors;totalt ålder;2013;12071
1783 Hagfors;totalt ålder;2014;11921
1783 Hagfors;totalt ålder;2015;11824
1783 Hagfors;totalt ålder;2016;11917
1783 Hagfors;totalt ålder;2017;11782
1783 Hagfors;totalt ålder;2018;11698
1784 Arvika;totalt ålder;2008;26176
1784 Arvika;totalt ålder;2009;26100
1784 Arvika;totalt ålder;2010;26034
1784 Arvika;totalt ålder;2011;25907
1784 Arvika;totalt ålder;2012;25829
1784 Arvika;totalt ålder;2013;25817
1784 Arvika;totalt ålder;2014;25771
1784 Arvika;totalt ålder;2015;25841
1784 Arvika;totalt ålder;2016;26054
1784 Arvika;totalt ålder;2017;26060
1784 Arvika;totalt ålder;2018;26082
1785 Säffle;totalt ålder;2008;15784
1785 Säffle;totalt ålder;2009;15602
1785 Säffle;totalt ålder;2010;15547
1785 Säffle;totalt ålder;2011;15394
1785 Säffle;totalt ålder;2012;15308
1785 Säffle;totalt ålder;2013;15276
1785 Säffle;totalt ålder;2014;15334
1785 Säffle;totalt ålder;2015;15366
1785 Säffle;totalt ålder;2016;15633
1785 Säffle;totalt ålder;2017;15727
1785 Säffle;totalt ålder;2018;15643
1814 Lekeberg;totalt ålder;2008;7111
1814 Lekeberg;totalt ålder;2009;7123
1814 Lekeberg;totalt ålder;2010;7134
1814 Lekeberg;totalt ålder;2011;7223
1814 Lekeberg;totalt ålder;2012;7298
1814 Lekeberg;totalt ålder;2013;7289
1814 Lekeberg;totalt ålder;2014;7363
1814 Lekeberg;totalt ålder;2015;7492
1814 Lekeberg;totalt ålder;2016;7636
1814 Lekeberg;totalt ålder;2017;7868
1814 Lekeberg;totalt ålder;2018;8116
1860 Laxå;totalt ålder;2008;5870
1860 Laxå;totalt ålder;2009;5786
1860 Laxå;totalt ålder;2010;5686
1860 Laxå;totalt ålder;2011;5622
1860 Laxå;totalt ålder;2012;5552
1860 Laxå;totalt ålder;2013;5580
1860 Laxå;totalt ålder;2014;5664
1860 Laxå;totalt ålder;2015;5656
1860 Laxå;totalt ålder;2016;5709
1860 Laxå;totalt ålder;2017;5643
1860 Laxå;totalt ålder;2018;5637
1861 Hallsberg;totalt ålder;2008;15256
1861 Hallsberg;totalt ålder;2009;15235
1861 Hallsberg;totalt ålder;2010;15275
1861 Hallsberg;totalt ålder;2011;15248
1861 Hallsberg;totalt ålder;2012;15283
1861 Hallsberg;totalt ålder;2013;15267
1861 Hallsberg;totalt ålder;2014;15315
1861 Hallsberg;totalt ålder;2015;15509
1861 Hallsberg;totalt ålder;2016;15649
1861 Hallsberg;totalt ålder;2017;15932
1861 Hallsberg;totalt ålder;2018;15954
1862 Degerfors;totalt ålder;2008;9839
1862 Degerfors;totalt ålder;2009;9709
1862 Degerfors;totalt ålder;2010;9641
1862 Degerfors;totalt ålder;2011;9551
1862 Degerfors;totalt ålder;2012;9477
1862 Degerfors;totalt ålder;2013;9500
1862 Degerfors;totalt ålder;2014;9531
1862 Degerfors;totalt ålder;2015;9543
1862 Degerfors;totalt ålder;2016;9609
1862 Degerfors;totalt ålder;2017;9668
1862 Degerfors;totalt ålder;2018;9665
1863 Hällefors;totalt ålder;2008;7361
1863 Hällefors;totalt ålder;2009;7333
1863 Hällefors;totalt ålder;2010;7220
1863 Hällefors;totalt ålder;2011;7140
1863 Hällefors;totalt ålder;2012;6988
1863 Hällefors;totalt ålder;2013;6982
1863 Hällefors;totalt ålder;2014;6936
1863 Hällefors;totalt ålder;2015;7032
1863 Hällefors;totalt ålder;2016;7138
1863 Hällefors;totalt ålder;2017;7109
1863 Hällefors;totalt ålder;2018;6983
1864 Ljusnarsberg;totalt ålder;2008;5129
1864 Ljusnarsberg;totalt ålder;2009;5055
1864 Ljusnarsberg;totalt ålder;2010;4931
1864 Ljusnarsberg;totalt ålder;2011;4870
1864 Ljusnarsberg;totalt ålder;2012;4848
1864 Ljusnarsberg;totalt ålder;2013;4875
1864 Ljusnarsberg;totalt ålder;2014;4913
1864 Ljusnarsberg;totalt ålder;2015;4928
1864 Ljusnarsberg;totalt ålder;2016;5006
1864 Ljusnarsberg;totalt ålder;2017;4942
1864 Ljusnarsberg;totalt ålder;2018;4846
1880 Örebro;totalt ålder;2008;132277
1880 Örebro;totalt ålder;2009;134006
1880 Örebro;totalt ålder;2010;135460
1880 Örebro;totalt ålder;2011;137121
1880 Örebro;totalt ålder;2012;138952
1880 Örebro;totalt ålder;2013;140599
1880 Örebro;totalt ålder;2014;142618
1880 Örebro;totalt ålder;2015;144200
1880 Örebro;totalt ålder;2016;146631
1880 Örebro;totalt ålder;2017;150291
1880 Örebro;totalt ålder;2018;153367
1881 Kumla;totalt ålder;2008;20157
1881 Kumla;totalt ålder;2009;20214
1881 Kumla;totalt ålder;2010;20456
1881 Kumla;totalt ålder;2011;20510
1881 Kumla;totalt ålder;2012;20738
1881 Kumla;totalt ålder;2013;20904
1881 Kumla;totalt ålder;2014;21016
1881 Kumla;totalt ålder;2015;21154
1881 Kumla;totalt ålder;2016;21334
1881 Kumla;totalt ålder;2017;21506
1881 Kumla;totalt ålder;2018;21640
1882 Askersund;totalt ålder;2008;11386
1882 Askersund;totalt ålder;2009;11307
1882 Askersund;totalt ålder;2010;11278
1882 Askersund;totalt ålder;2011;11134
1882 Askersund;totalt ålder;2012;11011
1882 Askersund;totalt ålder;2013;11096
1882 Askersund;totalt ålder;2014;11119
1882 Askersund;totalt ålder;2015;11151
1882 Askersund;totalt ålder;2016;11282
1882 Askersund;totalt ålder;2017;11175
1882 Askersund;totalt ålder;2018;11313
1883 Karlskoga;totalt ålder;2008;29872
1883 Karlskoga;totalt ålder;2009;29742
1883 Karlskoga;totalt ålder;2010;29668
1883 Karlskoga;totalt ålder;2011;29616
1883 Karlskoga;totalt ålder;2012;29631
1883 Karlskoga;totalt ålder;2013;29728
1883 Karlskoga;totalt ålder;2014;30054
1883 Karlskoga;totalt ålder;2015;30283
1883 Karlskoga;totalt ålder;2016;30538
1883 Karlskoga;totalt ålder;2017;30413
1883 Karlskoga;totalt ålder;2018;30419
1884 Nora;totalt ålder;2008;10375
1884 Nora;totalt ålder;2009;10343
1884 Nora;totalt ålder;2010;10447
1884 Nora;totalt ålder;2011;10429
1884 Nora;totalt ålder;2012;10356
1884 Nora;totalt ålder;2013;10399
1884 Nora;totalt ålder;2014;10352
1884 Nora;totalt ålder;2015;10502
1884 Nora;totalt ålder;2016;10665
1884 Nora;totalt ålder;2017;10747
1884 Nora;totalt ålder;2018;10737
1885 Lindesberg;totalt ålder;2008;23099
1885 Lindesberg;totalt ålder;2009;23029
1885 Lindesberg;totalt ålder;2010;23034
1885 Lindesberg;totalt ålder;2011;23108
1885 Lindesberg;totalt ålder;2012;22979
1885 Lindesberg;totalt ålder;2013;23176
1885 Lindesberg;totalt ålder;2014;23269
1885 Lindesberg;totalt ålder;2015;23562
1885 Lindesberg;totalt ålder;2016;23744
1885 Lindesberg;totalt ålder;2017;23613
1885 Lindesberg;totalt ålder;2018;23575
1904 Skinnskatteberg;totalt ålder;2008;4622
1904 Skinnskatteberg;totalt ålder;2009;4567
1904 Skinnskatteberg;totalt ålder;2010;4445
1904 Skinnskatteberg;totalt ålder;2011;4412
1904 Skinnskatteberg;totalt ålder;2012;4392
1904 Skinnskatteberg;totalt ålder;2013;4411
1904 Skinnskatteberg;totalt ålder;2014;4434
1904 Skinnskatteberg;totalt ålder;2015;4472
1904 Skinnskatteberg;totalt ålder;2016;4429
1904 Skinnskatteberg;totalt ålder;2017;4431
1904 Skinnskatteberg;totalt ålder;2018;4429
1907 Surahammar;totalt ålder;2008;10062
1907 Surahammar;totalt ålder;2009;9980
1907 Surahammar;totalt ålder;2010;9949
1907 Surahammar;totalt ålder;2011;9871
1907 Surahammar;totalt ålder;2012;9890
1907 Surahammar;totalt ålder;2013;9834
1907 Surahammar;totalt ålder;2014;9918
1907 Surahammar;totalt ålder;2015;9985
1907 Surahammar;totalt ålder;2016;10059
1907 Surahammar;totalt ålder;2017;10037
1907 Surahammar;totalt ålder;2018;10088
1960 Kungsör;totalt ålder;2008;8170
1960 Kungsör;totalt ålder;2009;8116
1960 Kungsör;totalt ålder;2010;8089
1960 Kungsör;totalt ålder;2011;8086
1960 Kungsör;totalt ålder;2012;8030
1960 Kungsör;totalt ålder;2013;8175
1960 Kungsör;totalt ålder;2014;8269
1960 Kungsör;totalt ålder;2015;8343
1960 Kungsör;totalt ålder;2016;8432
1960 Kungsör;totalt ålder;2017;8603
1960 Kungsör;totalt ålder;2018;8667
1961 Hallstahammar;totalt ålder;2008;15014
1961 Hallstahammar;totalt ålder;2009;15127
1961 Hallstahammar;totalt ålder;2010;15175
1961 Hallstahammar;totalt ålder;2011;15224
1961 Hallstahammar;totalt ålder;2012;15346
1961 Hallstahammar;totalt ålder;2013;15524
1961 Hallstahammar;totalt ålder;2014;15596
1961 Hallstahammar;totalt ålder;2015;15645
1961 Hallstahammar;totalt ålder;2016;15843
1961 Hallstahammar;totalt ålder;2017;15998
1961 Hallstahammar;totalt ålder;2018;16186
1962 Norberg;totalt ålder;2008;5749
1962 Norberg;totalt ålder;2009;5730
1962 Norberg;totalt ålder;2010;5723
1962 Norberg;totalt ålder;2011;5725
1962 Norberg;totalt ålder;2012;5630
1962 Norberg;totalt ålder;2013;5608
1962 Norberg;totalt ålder;2014;5719
1962 Norberg;totalt ålder;2015;5803
1962 Norberg;totalt ålder;2016;5795
1962 Norberg;totalt ålder;2017;5796
1962 Norberg;totalt ålder;2018;5795
1980 Västerås;totalt ålder;2008;134684
1980 Västerås;totalt ålder;2009;135936
1980 Västerås;totalt ålder;2010;137207
1980 Västerås;totalt ålder;2011;138709
1980 Västerås;totalt ålder;2012;140499
1980 Västerås;totalt ålder;2013;142131
1980 Västerås;totalt ålder;2014;143702
1980 Västerås;totalt ålder;2015;145218
1980 Västerås;totalt ålder;2016;147420
1980 Västerås;totalt ålder;2017;150134
1980 Västerås;totalt ålder;2018;152078
1981 Sala;totalt ålder;2008;21365
1981 Sala;totalt ålder;2009;21499
1981 Sala;totalt ålder;2010;21535
1981 Sala;totalt ålder;2011;21568
1981 Sala;totalt ålder;2012;21596
1981 Sala;totalt ålder;2013;21769
1981 Sala;totalt ålder;2014;21925
1981 Sala;totalt ålder;2015;22109
1981 Sala;totalt ålder;2016;22353
1981 Sala;totalt ålder;2017;22631
1981 Sala;totalt ålder;2018;22816
1982 Fagersta;totalt ålder;2008;12267
1982 Fagersta;totalt ålder;2009;12249
1982 Fagersta;totalt ålder;2010;12443
1982 Fagersta;totalt ålder;2011;12553
1982 Fagersta;totalt ålder;2012;12634
1982 Fagersta;totalt ålder;2013;12872
1982 Fagersta;totalt ålder;2014;13133
1982 Fagersta;totalt ålder;2015;13286
1982 Fagersta;totalt ålder;2016;13445
1982 Fagersta;totalt ålder;2017;13415
1982 Fagersta;totalt ålder;2018;13464
1983 Köping;totalt ålder;2008;24740
1983 Köping;totalt ålder;2009;24847
1983 Köping;totalt ålder;2010;24905
1983 Köping;totalt ålder;2011;24807
1983 Köping;totalt ålder;2012;24854
1983 Köping;totalt ålder;2013;25237
1983 Köping;totalt ålder;2014;25376
1983 Köping;totalt ålder;2015;25557
1983 Köping;totalt ålder;2016;25950
1983 Köping;totalt ålder;2017;26116
1983 Köping;totalt ålder;2018;26268
1984 Arboga;totalt ålder;2008;13301
1984 Arboga;totalt ålder;2009;13302
1984 Arboga;totalt ålder;2010;13285
1984 Arboga;totalt ålder;2011;13302
1984 Arboga;totalt ålder;2012;13353
1984 Arboga;totalt ålder;2013;13493
1984 Arboga;totalt ålder;2014;13631
1984 Arboga;totalt ålder;2015;13858
1984 Arboga;totalt ålder;2016;13903
1984 Arboga;totalt ålder;2017;13934
1984 Arboga;totalt ålder;2018;14138
2021 Vansbro;totalt ålder;2008;6916
2021 Vansbro;totalt ålder;2009;6876
2021 Vansbro;totalt ålder;2010;6805
2021 Vansbro;totalt ålder;2011;6818
2021 Vansbro;totalt ålder;2012;6779
2021 Vansbro;totalt ålder;2013;6730
2021 Vansbro;totalt ålder;2014;6694
2021 Vansbro;totalt ålder;2015;6715
2021 Vansbro;totalt ålder;2016;6884
2021 Vansbro;totalt ålder;2017;6837
2021 Vansbro;totalt ålder;2018;6807
2023 Malung-Sälen;totalt ålder;2008;10385
2023 Malung-Sälen;totalt ålder;2009;10408
2023 Malung-Sälen;totalt ålder;2010;10356
2023 Malung-Sälen;totalt ålder;2011;10262
2023 Malung-Sälen;totalt ålder;2012;10178
2023 Malung-Sälen;totalt ålder;2013;10061
2023 Malung-Sälen;totalt ålder;2014;9969
2023 Malung-Sälen;totalt ålder;2015;10036
2023 Malung-Sälen;totalt ålder;2016;10091
2023 Malung-Sälen;totalt ålder;2017;10114
2023 Malung-Sälen;totalt ålder;2018;10106
2026 Gagnef;totalt ålder;2008;10107
2026 Gagnef;totalt ålder;2009;10071
2026 Gagnef;totalt ålder;2010;10097
2026 Gagnef;totalt ålder;2011;10069
2026 Gagnef;totalt ålder;2012;10012
2026 Gagnef;totalt ålder;2013;10023
2026 Gagnef;totalt ålder;2014;10024
2026 Gagnef;totalt ålder;2015;10079
2026 Gagnef;totalt ålder;2016;10175
2026 Gagnef;totalt ålder;2017;10241
2026 Gagnef;totalt ålder;2018;10271
2029 Leksand;totalt ålder;2008;15288
2029 Leksand;totalt ålder;2009;15303
2029 Leksand;totalt ålder;2010;15289
2029 Leksand;totalt ålder;2011;15238
2029 Leksand;totalt ålder;2012;15146
2029 Leksand;totalt ålder;2013;15157
2029 Leksand;totalt ålder;2014;15252
2029 Leksand;totalt ålder;2015;15326
2029 Leksand;totalt ålder;2016;15507
2029 Leksand;totalt ålder;2017;15640
2029 Leksand;totalt ålder;2018;15804
2031 Rättvik;totalt ålder;2008;10850
2031 Rättvik;totalt ålder;2009;10797
2031 Rättvik;totalt ålder;2010;10811
2031 Rättvik;totalt ålder;2011;10859
2031 Rättvik;totalt ålder;2012;10799
2031 Rättvik;totalt ålder;2013;10766
2031 Rättvik;totalt ålder;2014;10748
2031 Rättvik;totalt ålder;2015;10759
2031 Rättvik;totalt ålder;2016;10856
2031 Rättvik;totalt ålder;2017;10837
2031 Rättvik;totalt ålder;2018;10907
2034 Orsa;totalt ålder;2008;6990
2034 Orsa;totalt ålder;2009;6934
2034 Orsa;totalt ålder;2010;6922
2034 Orsa;totalt ålder;2011;6867
2034 Orsa;totalt ålder;2012;6835
2034 Orsa;totalt ålder;2013;6849
2034 Orsa;totalt ålder;2014;6812
2034 Orsa;totalt ålder;2015;6750
2034 Orsa;totalt ålder;2016;6861
2034 Orsa;totalt ålder;2017;6887
2034 Orsa;totalt ålder;2018;6892
2039 Älvdalen;totalt ålder;2008;7287
2039 Älvdalen;totalt ålder;2009;7288
2039 Älvdalen;totalt ålder;2010;7207
2039 Älvdalen;totalt ålder;2011;7184
2039 Älvdalen;totalt ålder;2012;7139
2039 Älvdalen;totalt ålder;2013;7096
2039 Älvdalen;totalt ålder;2014;7052
2039 Älvdalen;totalt ålder;2015;7035
2039 Älvdalen;totalt ålder;2016;7039
2039 Älvdalen;totalt ålder;2017;7068
2039 Älvdalen;totalt ålder;2018;7121
2061 Smedjebacken;totalt ålder;2008;10734
2061 Smedjebacken;totalt ålder;2009;10758
2061 Smedjebacken;totalt ålder;2010;10715
2061 Smedjebacken;totalt ålder;2011;10662
2061 Smedjebacken;totalt ålder;2012;10650
2061 Smedjebacken;totalt ålder;2013;10691
2061 Smedjebacken;totalt ålder;2014;10712
2061 Smedjebacken;totalt ålder;2015;10790
2061 Smedjebacken;totalt ålder;2016;10909
2061 Smedjebacken;totalt ålder;2017;10894
2061 Smedjebacken;totalt ålder;2018;10897
2062 Mora;totalt ålder;2008;20153
2062 Mora;totalt ålder;2009;20146
2062 Mora;totalt ålder;2010;20153
2062 Mora;totalt ålder;2011;20107
2062 Mora;totalt ålder;2012;20082
2062 Mora;totalt ålder;2013;19998
2062 Mora;totalt ålder;2014;20006
2062 Mora;totalt ålder;2015;20101
2062 Mora;totalt ålder;2016;20279
2062 Mora;totalt ålder;2017;20369
2062 Mora;totalt ålder;2018;20390
2080 Falun;totalt ålder;2008;55297
2080 Falun;totalt ålder;2009;55685
2080 Falun;totalt ålder;2010;56044
2080 Falun;totalt ålder;2011;56124
2080 Falun;totalt ålder;2012;56432
2080 Falun;totalt ålder;2013;56767
