region;ålder;år;Folkmängd
0617 Gnosjö;totalt ålder;2011;9400
0617 Gnosjö;totalt ålder;2012;9354
0617 Gnosjö;totalt ålder;2013;9406
0617 Gnosjö;totalt ålder;2014;9509
0617 Gnosjö;totalt ålder;2015;9514
0617 Gnosjö;totalt ålder;2016;9615
0617 Gnosjö;totalt ålder;2017;9733
0617 Gnosjö;totalt ålder;2018;9776
0642 Mullsjö;totalt ålder;2008;7086
0642 Mullsjö;totalt ålder;2009;7027
0642 Mullsjö;totalt ålder;2010;7033
0642 Mullsjö;totalt ålder;2011;7034
0642 Mullsjö;totalt ålder;2012;7070
0642 Mullsjö;totalt ålder;2013;7039
0642 Mullsjö;totalt ålder;2014;7109
0642 Mullsjö;totalt ålder;2015;7157
0642 Mullsjö;totalt ålder;2016;7226
0642 Mullsjö;totalt ålder;2017;7328
0642 Mullsjö;totalt ålder;2018;7324
0643 Habo;totalt ålder;2008;10526
0643 Habo;totalt ålder;2009;10674
0643 Habo;totalt ålder;2010;10741
0643 Habo;totalt ålder;2011;10828
0643 Habo;totalt ålder;2012;10879
0643 Habo;totalt ålder;2013;10975
0643 Habo;totalt ålder;2014;11110
0643 Habo;totalt ålder;2015;11314
0643 Habo;totalt ålder;2016;11586
0643 Habo;totalt ålder;2017;11845
0643 Habo;totalt ålder;2018;12140
0662 Gislaved;totalt ålder;2008;29380
0662 Gislaved;totalt ålder;2009;29212
0662 Gislaved;totalt ålder;2010;29111
0662 Gislaved;totalt ålder;2011;28868
0662 Gislaved;totalt ålder;2012;28732
0662 Gislaved;totalt ålder;2013;28713
0662 Gislaved;totalt ålder;2014;28737
0662 Gislaved;totalt ålder;2015;29272
0662 Gislaved;totalt ålder;2016;29478
0662 Gislaved;totalt ålder;2017;29629
0662 Gislaved;totalt ålder;2018;29857
0665 Vaggeryd;totalt ålder;2008;12981
0665 Vaggeryd;totalt ålder;2009;12959
0665 Vaggeryd;totalt ålder;2010;12991
0665 Vaggeryd;totalt ålder;2011;13160
0665 Vaggeryd;totalt ålder;2012;13148
0665 Vaggeryd;totalt ålder;2013;13209
0665 Vaggeryd;totalt ålder;2014;13229
0665 Vaggeryd;totalt ålder;2015;13372
0665 Vaggeryd;totalt ålder;2016;13644
0665 Vaggeryd;totalt ålder;2017;13840
0665 Vaggeryd;totalt ålder;2018;13980
0680 Jönköping;totalt ålder;2008;125154
0680 Jönköping;totalt ålder;2009;126331
0680 Jönköping;totalt ålder;2010;127382
0680 Jönköping;totalt ålder;2011;128305
0680 Jönköping;totalt ålder;2012;129478
0680 Jönköping;totalt ålder;2013;130798
0680 Jönköping;totalt ålder;2014;132140
0680 Jönköping;totalt ålder;2015;133310
0680 Jönköping;totalt ålder;2016;135297
0680 Jönköping;totalt ålder;2017;137481
0680 Jönköping;totalt ålder;2018;139222
0682 Nässjö;totalt ålder;2008;29511
0682 Nässjö;totalt ålder;2009;29489
0682 Nässjö;totalt ålder;2010;29339
0682 Nässjö;totalt ålder;2011;29367
0682 Nässjö;totalt ålder;2012;29382
0682 Nässjö;totalt ålder;2013;29516
0682 Nässjö;totalt ålder;2014;29907
0682 Nässjö;totalt ålder;2015;30451
0682 Nässjö;totalt ålder;2016;30820
0682 Nässjö;totalt ålder;2017;31178
0682 Nässjö;totalt ålder;2018;31477
0683 Värnamo;totalt ålder;2008;32823
0683 Värnamo;totalt ålder;2009;32753
0683 Värnamo;totalt ålder;2010;32833
0683 Värnamo;totalt ålder;2011;32934
0683 Värnamo;totalt ålder;2012;33012
0683 Värnamo;totalt ålder;2013;33155
0683 Värnamo;totalt ålder;2014;33334
0683 Värnamo;totalt ålder;2015;33473
0683 Värnamo;totalt ålder;2016;33906
0683 Värnamo;totalt ålder;2017;34206
0683 Värnamo;totalt ålder;2018;34428
0684 Sävsjö;totalt ålder;2008;10883
0684 Sävsjö;totalt ålder;2009;10871
0684 Sävsjö;totalt ålder;2010;10830
0684 Sävsjö;totalt ålder;2011;10871
0684 Sävsjö;totalt ålder;2012;10844
0684 Sävsjö;totalt ålder;2013;10969
0684 Sävsjö;totalt ålder;2014;11100
0684 Sävsjö;totalt ålder;2015;11228
0684 Sävsjö;totalt ålder;2016;11396
0684 Sävsjö;totalt ålder;2017;11496
0684 Sävsjö;totalt ålder;2018;11631
0685 Vetlanda;totalt ålder;2008;26343
0685 Vetlanda;totalt ålder;2009;26350
0685 Vetlanda;totalt ålder;2010;26304
0685 Vetlanda;totalt ålder;2011;26302
0685 Vetlanda;totalt ålder;2012;26297
0685 Vetlanda;totalt ålder;2013;26419
0685 Vetlanda;totalt ålder;2014;26647
0685 Vetlanda;totalt ålder;2015;26873
0685 Vetlanda;totalt ålder;2016;27241
0685 Vetlanda;totalt ålder;2017;27415
0685 Vetlanda;totalt ålder;2018;27504
0686 Eksjö;totalt ålder;2008;16312
0686 Eksjö;totalt ålder;2009;16353
0686 Eksjö;totalt ålder;2010;16244
0686 Eksjö;totalt ålder;2011;16304
0686 Eksjö;totalt ålder;2012;16368
0686 Eksjö;totalt ålder;2013;16464
0686 Eksjö;totalt ålder;2014;16598
0686 Eksjö;totalt ålder;2015;16790
0686 Eksjö;totalt ålder;2016;17129
0686 Eksjö;totalt ålder;2017;17416
0686 Eksjö;totalt ålder;2018;17667
0687 Tranås;totalt ålder;2008;18066
0687 Tranås;totalt ålder;2009;18043
0687 Tranås;totalt ålder;2010;18119
0687 Tranås;totalt ålder;2011;18108
0687 Tranås;totalt ålder;2012;18145
0687 Tranås;totalt ålder;2013;18197
0687 Tranås;totalt ålder;2014;18416
0687 Tranås;totalt ålder;2015;18546
0687 Tranås;totalt ålder;2016;18794
0687 Tranås;totalt ålder;2017;18894
0687 Tranås;totalt ålder;2018;18987
0760 Uppvidinge;totalt ålder;2008;9347
0760 Uppvidinge;totalt ålder;2009;9320
0760 Uppvidinge;totalt ålder;2010;9244
0760 Uppvidinge;totalt ålder;2011;9216
0760 Uppvidinge;totalt ålder;2012;9276
0760 Uppvidinge;totalt ålder;2013;9288
0760 Uppvidinge;totalt ålder;2014;9222
0760 Uppvidinge;totalt ålder;2015;9319
0760 Uppvidinge;totalt ålder;2016;9508
0760 Uppvidinge;totalt ålder;2017;9561
0760 Uppvidinge;totalt ålder;2018;9581
0761 Lessebo;totalt ålder;2008;8085
0761 Lessebo;totalt ålder;2009;8165
0761 Lessebo;totalt ålder;2010;8139
0761 Lessebo;totalt ålder;2011;8077
0761 Lessebo;totalt ålder;2012;8012
0761 Lessebo;totalt ålder;2013;8059
0761 Lessebo;totalt ålder;2014;8256
0761 Lessebo;totalt ålder;2015;8516
0761 Lessebo;totalt ålder;2016;8760
0761 Lessebo;totalt ålder;2017;8806
0761 Lessebo;totalt ålder;2018;8780
0763 Tingsryd;totalt ålder;2008;12502
0763 Tingsryd;totalt ålder;2009;12358
0763 Tingsryd;totalt ålder;2010;12231
0763 Tingsryd;totalt ålder;2011;12235
0763 Tingsryd;totalt ålder;2012;12141
0763 Tingsryd;totalt ålder;2013;12156
0763 Tingsryd;totalt ålder;2014;12198
0763 Tingsryd;totalt ålder;2015;12260
0763 Tingsryd;totalt ålder;2016;12393
0763 Tingsryd;totalt ålder;2017;12451
0763 Tingsryd;totalt ålder;2018;12407
0764 Alvesta;totalt ålder;2008;18775
0764 Alvesta;totalt ålder;2009;18757
0764 Alvesta;totalt ålder;2010;18802
0764 Alvesta;totalt ålder;2011;18917
0764 Alvesta;totalt ålder;2012;19034
0764 Alvesta;totalt ålder;2013;19280
0764 Alvesta;totalt ålder;2014;19503
0764 Alvesta;totalt ålder;2015;19581
0764 Alvesta;totalt ålder;2016;19850
0764 Alvesta;totalt ålder;2017;20026
0764 Alvesta;totalt ålder;2018;20150
0765 Älmhult;totalt ålder;2008;15411
0765 Älmhult;totalt ålder;2009;15570
0765 Älmhult;totalt ålder;2010;15603
0765 Älmhult;totalt ålder;2011;15629
0765 Älmhult;totalt ålder;2012;15724
0765 Älmhult;totalt ålder;2013;15759
0765 Älmhult;totalt ålder;2014;15908
0765 Älmhult;totalt ålder;2015;16168
0765 Älmhult;totalt ålder;2016;16618
0765 Älmhult;totalt ålder;2017;17148
0765 Älmhult;totalt ålder;2018;17568
0767 Markaryd;totalt ålder;2008;9600
0767 Markaryd;totalt ålder;2009;9559
0767 Markaryd;totalt ålder;2010;9619
0767 Markaryd;totalt ålder;2011;9513
0767 Markaryd;totalt ålder;2012;9477
0767 Markaryd;totalt ålder;2013;9515
0767 Markaryd;totalt ålder;2014;9549
0767 Markaryd;totalt ålder;2015;9779
0767 Markaryd;totalt ålder;2016;9991
0767 Markaryd;totalt ålder;2017;10170
0767 Markaryd;totalt ålder;2018;10260
0780 Växjö;totalt ålder;2008;81074
0780 Växjö;totalt ålder;2009;82023
0780 Växjö;totalt ålder;2010;83005
0780 Växjö;totalt ålder;2011;83710
0780 Växjö;totalt ålder;2012;84800
0780 Växjö;totalt ålder;2013;85822
0780 Växjö;totalt ålder;2014;86970
0780 Växjö;totalt ålder;2015;88108
0780 Växjö;totalt ålder;2016;89500
0780 Växjö;totalt ålder;2017;91060
0780 Växjö;totalt ålder;2018;92567
0781 Ljungby;totalt ålder;2008;27430
0781 Ljungby;totalt ålder;2009;27410
0781 Ljungby;totalt ålder;2010;27297
0781 Ljungby;totalt ålder;2011;27357
0781 Ljungby;totalt ålder;2012;27423
0781 Ljungby;totalt ålder;2013;27277
0781 Ljungby;totalt ålder;2014;27522
0781 Ljungby;totalt ålder;2015;27638
0781 Ljungby;totalt ålder;2016;28008
0781 Ljungby;totalt ålder;2017;28297
0781 Ljungby;totalt ålder;2018;28573
0821 Högsby;totalt ålder;2008;5930
0821 Högsby;totalt ålder;2009;5873
0821 Högsby;totalt ålder;2010;5777
0821 Högsby;totalt ålder;2011;5768
0821 Högsby;totalt ålder;2012;5730
0821 Högsby;totalt ålder;2013;5718
0821 Högsby;totalt ålder;2014;5782
0821 Högsby;totalt ålder;2015;5857
0821 Högsby;totalt ålder;2016;6080
0821 Högsby;totalt ålder;2017;6087
0821 Högsby;totalt ålder;2018;6094
0834 Torsås;totalt ålder;2008;7076
0834 Torsås;totalt ålder;2009;7044
0834 Torsås;totalt ålder;2010;6962
0834 Torsås;totalt ålder;2011;6886
0834 Torsås;totalt ålder;2012;6858
0834 Torsås;totalt ålder;2013;6879
0834 Torsås;totalt ålder;2014;6925
0834 Torsås;totalt ålder;2015;6943
0834 Torsås;totalt ålder;2016;7063
0834 Torsås;totalt ålder;2017;7083
0834 Torsås;totalt ålder;2018;7098
0840 Mörbylånga;totalt ålder;2008;13737
0840 Mörbylånga;totalt ålder;2009;13834
0840 Mörbylånga;totalt ålder;2010;14021
0840 Mörbylånga;totalt ålder;2011;14138
0840 Mörbylånga;totalt ålder;2012;14256
0840 Mörbylånga;totalt ålder;2013;14368
0840 Mörbylånga;totalt ålder;2014;14498
0840 Mörbylånga;totalt ålder;2015;14669
0840 Mörbylånga;totalt ålder;2016;14916
0840 Mörbylånga;totalt ålder;2017;15000
0840 Mörbylånga;totalt ålder;2018;15048
0860 Hultsfred;totalt ålder;2008;14046
0860 Hultsfred;totalt ålder;2009;13855
0860 Hultsfred;totalt ålder;2010;13696
0860 Hultsfred;totalt ålder;2011;13515
0860 Hultsfred;totalt ålder;2012;13550
0860 Hultsfred;totalt ålder;2013;13635
0860 Hultsfred;totalt ålder;2014;13738
0860 Hultsfred;totalt ålder;2015;13919
0860 Hultsfred;totalt ålder;2016;14607
0860 Hultsfred;totalt ålder;2017;14579
0860 Hultsfred;totalt ålder;2018;14360
0861 Mönsterås;totalt ålder;2008;12956
0861 Mönsterås;totalt ålder;2009;12980
0861 Mönsterås;totalt ålder;2010;12909
0861 Mönsterås;totalt ålder;2011;12853
0861 Mönsterås;totalt ålder;2012;12799
0861 Mönsterås;totalt ålder;2013;12949
0861 Mönsterås;totalt ålder;2014;13057
0861 Mönsterås;totalt ålder;2015;13144
0861 Mönsterås;totalt ålder;2016;13395
0861 Mönsterås;totalt ålder;2017;13498
0861 Mönsterås;totalt ålder;2018;13565
0862 Emmaboda;totalt ålder;2008;9331
0862 Emmaboda;totalt ålder;2009;9223
0862 Emmaboda;totalt ålder;2010;9187
0862 Emmaboda;totalt ålder;2011;9039
0862 Emmaboda;totalt ålder;2012;8991
0862 Emmaboda;totalt ålder;2013;8964
0862 Emmaboda;totalt ålder;2014;9009
0862 Emmaboda;totalt ålder;2015;9090
0862 Emmaboda;totalt ålder;2016;9348
0862 Emmaboda;totalt ålder;2017;9368
0862 Emmaboda;totalt ålder;2018;9400
0880 Kalmar;totalt ålder;2008;61693
0880 Kalmar;totalt ålder;2009;62388
0880 Kalmar;totalt ålder;2010;62815
0880 Kalmar;totalt ålder;2011;63055
0880 Kalmar;totalt ålder;2012;63671
0880 Kalmar;totalt ålder;2013;63887
0880 Kalmar;totalt ålder;2014;64676
0880 Kalmar;totalt ålder;2015;65704
0880 Kalmar;totalt ålder;2016;66571
0880 Kalmar;totalt ålder;2017;67451
0880 Kalmar;totalt ålder;2018;68510
0881 Nybro;totalt ålder;2008;19557
0881 Nybro;totalt ålder;2009;19576
0881 Nybro;totalt ålder;2010;19651
0881 Nybro;totalt ålder;2011;19636
0881 Nybro;totalt ålder;2012;19486
0881 Nybro;totalt ålder;2013;19489
0881 Nybro;totalt ålder;2014;19714
0881 Nybro;totalt ålder;2015;19754
0881 Nybro;totalt ålder;2016;20311
0881 Nybro;totalt ålder;2017;20406
0881 Nybro;totalt ålder;2018;20350
0882 Oskarshamn;totalt ålder;2008;26309
0882 Oskarshamn;totalt ålder;2009;26232
0882 Oskarshamn;totalt ålder;2010;26163
0882 Oskarshamn;totalt ålder;2011;26166
0882 Oskarshamn;totalt ålder;2012;26144
0882 Oskarshamn;totalt ålder;2013;26212
0882 Oskarshamn;totalt ålder;2014;26301
0882 Oskarshamn;totalt ålder;2015;26450
0882 Oskarshamn;totalt ålder;2016;27006
0882 Oskarshamn;totalt ålder;2017;26928
0882 Oskarshamn;totalt ålder;2018;26928
0883 Västervik;totalt ålder;2008;36356
0883 Västervik;totalt ålder;2009;36290
0883 Västervik;totalt ålder;2010;36206
0883 Västervik;totalt ålder;2011;36015
0883 Västervik;totalt ålder;2012;35892
0883 Västervik;totalt ålder;2013;35867
0883 Västervik;totalt ålder;2014;35920
0883 Västervik;totalt ålder;2015;36049
0883 Västervik;totalt ålder;2016;36438
0883 Västervik;totalt ålder;2017;36551
0883 Västervik;totalt ålder;2018;36680
0884 Vimmerby;totalt ålder;2008;15551
0884 Vimmerby;totalt ålder;2009;15538
0884 Vimmerby;totalt ålder;2010;15473
0884 Vimmerby;totalt ålder;2011;15397
0884 Vimmerby;totalt ålder;2012;15403
0884 Vimmerby;totalt ålder;2013;15287
0884 Vimmerby;totalt ålder;2014;15297
0884 Vimmerby;totalt ålder;2015;15419
0884 Vimmerby;totalt ålder;2016;15636
0884 Vimmerby;totalt ålder;2017;15728
0884 Vimmerby;totalt ålder;2018;15764
0885 Borgholm;totalt ålder;2008;10855
0885 Borgholm;totalt ålder;2009;10806
0885 Borgholm;totalt ålder;2010;10676
0885 Borgholm;totalt ålder;2011;10622
0885 Borgholm;totalt ålder;2012;10768
0885 Borgholm;totalt ålder;2013;10619
0885 Borgholm;totalt ålder;2014;10681
0885 Borgholm;totalt ålder;2015;10681
0885 Borgholm;totalt ålder;2016;10930
0885 Borgholm;totalt ålder;2017;10857
0885 Borgholm;totalt ålder;2018;10873
0980 Gotland;totalt ålder;2008;57004
0980 Gotland;totalt ålder;2009;57221
0980 Gotland;totalt ålder;2010;57269
0980 Gotland;totalt ålder;2011;57308
0980 Gotland;totalt ålder;2012;57241
0980 Gotland;totalt ålder;2013;57161
0980 Gotland;totalt ålder;2014;57255
0980 Gotland;totalt ålder;2015;57391
0980 Gotland;totalt ålder;2016;58003
0980 Gotland;totalt ålder;2017;58595
0980 Gotland;totalt ålder;2018;59249
1060 Olofström;totalt ålder;2008;13167
1060 Olofström;totalt ålder;2009;13102
1060 Olofström;totalt ålder;2010;12988
1060 Olofström;totalt ålder;2011;12876
1060 Olofström;totalt ålder;2012;12896
1060 Olofström;totalt ålder;2013;12902
1060 Olofström;totalt ålder;2014;13031
1060 Olofström;totalt ålder;2015;13170
1060 Olofström;totalt ålder;2016;13417
1060 Olofström;totalt ålder;2017;13482
1060 Olofström;totalt ålder;2018;13516
1080 Karlskrona;totalt ålder;2008;62804
1080 Karlskrona;totalt ålder;2009;63342
1080 Karlskrona;totalt ålder;2010;64032
1080 Karlskrona;totalt ålder;2011;64215
1080 Karlskrona;totalt ålder;2012;63691
1080 Karlskrona;totalt ålder;2013;63912
1080 Karlskrona;totalt ålder;2014;64348
1080 Karlskrona;totalt ålder;2015;65380
1080 Karlskrona;totalt ålder;2016;66262
1080 Karlskrona;totalt ålder;2017;66666
1080 Karlskrona;totalt ålder;2018;66675
1081 Ronneby;totalt ålder;2008;28489
1081 Ronneby;totalt ålder;2009;28416
1081 Ronneby;totalt ålder;2010;28254
1081 Ronneby;totalt ålder;2011;27910
1081 Ronneby;totalt ålder;2012;27788
1081 Ronneby;totalt ålder;2013;27871
1081 Ronneby;totalt ålder;2014;28221
1081 Ronneby;totalt ålder;2015;28697
1081 Ronneby;totalt ålder;2016;29207
1081 Ronneby;totalt ålder;2017;29568
1081 Ronneby;totalt ålder;2018;29695
1082 Karlshamn;totalt ålder;2008;30959
1082 Karlshamn;totalt ålder;2009;30918
1082 Karlshamn;totalt ålder;2010;31143
1082 Karlshamn;totalt ålder;2011;31185
1082 Karlshamn;totalt ålder;2012;31132
1082 Karlshamn;totalt ålder;2013;31272
1082 Karlshamn;totalt ålder;2014;31598
1082 Karlshamn;totalt ålder;2015;31846
1082 Karlshamn;totalt ålder;2016;32130
1082 Karlshamn;totalt ålder;2017;32200
1082 Karlshamn;totalt ålder;2018;32330
1083 Sölvesborg;totalt ålder;2008;16840
1083 Sölvesborg;totalt ålder;2009;16813
1083 Sölvesborg;totalt ålder;2010;16810
1083 Sölvesborg;totalt ålder;2011;16793
1083 Sölvesborg;totalt ålder;2012;16808
1083 Sölvesborg;totalt ålder;2013;16800
1083 Sölvesborg;totalt ålder;2014;16959
1083 Sölvesborg;totalt ålder;2015;17160
1083 Sölvesborg;totalt ålder;2016;17437
1083 Sölvesborg;totalt ålder;2017;17455
1083 Sölvesborg;totalt ålder;2018;17468
1214 Svalöv;totalt ålder;2008;13184
1214 Svalöv;totalt ålder;2009;13290
1214 Svalöv;totalt ålder;2010;13242
1214 Svalöv;totalt ålder;2011;13250
1214 Svalöv;totalt ålder;2012;13275
1214 Svalöv;totalt ålder;2013;13332
1214 Svalöv;totalt ålder;2014;13460
1214 Svalöv;totalt ålder;2015;13655
1214 Svalöv;totalt ålder;2016;13919
1214 Svalöv;totalt ålder;2017;14025
1214 Svalöv;totalt ålder;2018;14123
1230 Staffanstorp;totalt ålder;2008;21667
1230 Staffanstorp;totalt ålder;2009;21949
1230 Staffanstorp;totalt ålder;2010;22259
1230 Staffanstorp;totalt ålder;2011;22296
1230 Staffanstorp;totalt ålder;2012;22534
1230 Staffanstorp;totalt ålder;2013;22672
1230 Staffanstorp;totalt ålder;2014;22994
1230 Staffanstorp;totalt ålder;2015;23119
1230 Staffanstorp;totalt ålder;2016;23600
1230 Staffanstorp;totalt ålder;2017;24167
1230 Staffanstorp;totalt ålder;2018;24724
1231 Burlöv;totalt ålder;2008;16230
1231 Burlöv;totalt ålder;2009;16509
1231 Burlöv;totalt ålder;2010;16701
1231 Burlöv;totalt ålder;2011;16843
1231 Burlöv;totalt ålder;2012;17011
1231 Burlöv;totalt ålder;2013;17114
1231 Burlöv;totalt ålder;2014;17211
1231 Burlöv;totalt ålder;2015;17430
1231 Burlöv;totalt ålder;2016;17646
1231 Burlöv;totalt ålder;2017;18073
1231 Burlöv;totalt ålder;2018;18360
1233 Vellinge;totalt ålder;2008;32843
1233 Vellinge;totalt ålder;2009;33162
1233 Vellinge;totalt ålder;2010;33303
1233 Vellinge;totalt ålder;2011;33510
1233 Vellinge;totalt ålder;2012;33615
1233 Vellinge;totalt ålder;2013;33807
1233 Vellinge;totalt ålder;2014;34110
1233 Vellinge;totalt ålder;2015;34667
1233 Vellinge;totalt ålder;2016;35257
1233 Vellinge;totalt ålder;2017;35790
1233 Vellinge;totalt ålder;2018;36499
1256 Östra Göinge;totalt ålder;2008;13662
1256 Östra Göinge;totalt ålder;2009;13526
1256 Östra Göinge;totalt ålder;2010;13590
1256 Östra Göinge;totalt ålder;2011;13603
1256 Östra Göinge;totalt ålder;2012;13620
1256 Östra Göinge;totalt ålder;2013;13687
1256 Östra Göinge;totalt ålder;2014;13864
1256 Östra Göinge;totalt ålder;2015;14102
1256 Östra Göinge;totalt ålder;2016;14406
1256 Östra Göinge;totalt ålder;2017;14715
1256 Östra Göinge;totalt ålder;2018;14915
1257 Örkelljunga;totalt ålder;2008;9592
1257 Örkelljunga;totalt ålder;2009;9639
1257 Örkelljunga;totalt ålder;2010;9631
1257 Örkelljunga;totalt ålder;2011;9663
1257 Örkelljunga;totalt ålder;2012;9655
1257 Örkelljunga;totalt ålder;2013;9653
1257 Örkelljunga;totalt ålder;2014;9733
1257 Örkelljunga;totalt ålder;2015;9831
1257 Örkelljunga;totalt ålder;2016;9958
1257 Örkelljunga;totalt ålder;2017;10047
1257 Örkelljunga;totalt ålder;2018;10174
1260 Bjuv;totalt ålder;2008;14613
1260 Bjuv;totalt ålder;2009;14813
1260 Bjuv;totalt ålder;2010;14841
1260 Bjuv;totalt ålder;2011;14851
1260 Bjuv;totalt ålder;2012;14866
1260 Bjuv;totalt ålder;2013;14801
1260 Bjuv;totalt ålder;2014;14894
1260 Bjuv;totalt ålder;2015;14962
1260 Bjuv;totalt ålder;2016;15202
1260 Bjuv;totalt ålder;2017;15429
1260 Bjuv;totalt ålder;2018;15501
1261 Kävlinge;totalt ålder;2008;28255
1261 Kävlinge;totalt ålder;2009;28638
1261 Kävlinge;totalt ålder;2010;29013
1261 Kävlinge;totalt ålder;2011;29261
1261 Kävlinge;totalt ålder;2012;29427
1261 Kävlinge;totalt ålder;2013;29600
1261 Kävlinge;totalt ålder;2014;29808
1261 Kävlinge;totalt ålder;2015;30104
1261 Kävlinge;totalt ålder;2016;30532
1261 Kävlinge;totalt ålder;2017;30959
1261 Kävlinge;totalt ålder;2018;31491
1262 Lomma;totalt ålder;2008;20449
1262 Lomma;totalt ålder;2009;21065
1262 Lomma;totalt ålder;2010;21559
1262 Lomma;totalt ålder;2011;22017
1262 Lomma;totalt ålder;2012;22298
1262 Lomma;totalt ålder;2013;22496
1262 Lomma;totalt ålder;2014;22946
1262 Lomma;totalt ålder;2015;23324
1262 Lomma;totalt ålder;2016;23887
1262 Lomma;totalt ålder;2017;24264
1262 Lomma;totalt ålder;2018;24763
1263 Svedala;totalt ålder;2008;19390
1263 Svedala;totalt ålder;2009;19625
1263 Svedala;totalt ålder;2010;19822
1263 Svedala;totalt ålder;2011;19805
1263 Svedala;totalt ålder;2012;19971
1263 Svedala;totalt ålder;2013;20067
1263 Svedala;totalt ålder;2014;20248
1263 Svedala;totalt ålder;2015;20462
1263 Svedala;totalt ålder;2016;20771
1263 Svedala;totalt ålder;2017;21074
1263 Svedala;totalt ålder;2018;21576
1264 Skurup;totalt ålder;2008;14784
1264 Skurup;totalt ålder;2009;14867
1264 Skurup;totalt ålder;2010;14981
1264 Skurup;totalt ålder;2011;14946
1264 Skurup;totalt ålder;2012;14955
1264 Skurup;totalt ålder;2013;15025
1264 Skurup;totalt ålder;2014;15167
1264 Skurup;totalt ålder;2015;15149
1264 Skurup;totalt ålder;2016;15408
1264 Skurup;totalt ålder;2017;15642
1264 Skurup;totalt ålder;2018;15759
1265 Sjöbo;totalt ålder;2008;18093
1265 Sjöbo;totalt ålder;2009;18153
1265 Sjöbo;totalt ålder;2010;18112
1265 Sjöbo;totalt ålder;2011;18143
1265 Sjöbo;totalt ålder;2012;18290
1265 Sjöbo;totalt ålder;2013;18401
1265 Sjöbo;totalt ålder;2014;18415
1265 Sjöbo;totalt ålder;2015;18514
1265 Sjöbo;totalt ålder;2016;18742
1265 Sjöbo;totalt ålder;2017;19071
1265 Sjöbo;totalt ålder;2018;19153
1266 Hörby;totalt ålder;2008;14757
1266 Hörby;totalt ålder;2009;14762
1266 Hörby;totalt ålder;2010;14840
1266 Hörby;totalt ålder;2011;14901
1266 Hörby;totalt ålder;2012;14958
1266 Hörby;totalt ålder;2013;14917
1266 Hörby;totalt ålder;2014;14927
1266 Hörby;totalt ålder;2015;15020
1266 Hörby;totalt ålder;2016;15283
1266 Hörby;totalt ålder;2017;15552
1266 Hörby;totalt ålder;2018;15635
1267 Höör;totalt ålder;2008;15039
1267 Höör;totalt ålder;2009;15261
1267 Höör;totalt ålder;2010;15460
1267 Höör;totalt ålder;2011;15492
1267 Höör;totalt ålder;2012;15526
1267 Höör;totalt ålder;2013;15637
1267 Höör;totalt ålder;2014;15770
1267 Höör;totalt ålder;2015;15970
1267 Höör;totalt ålder;2016;16192
1267 Höör;totalt ålder;2017;16478
1267 Höör;totalt ålder;2018;16637
1270 Tomelilla;totalt ålder;2008;12816
1270 Tomelilla;totalt ålder;2009;12936
1270 Tomelilla;totalt ålder;2010;12914
1270 Tomelilla;totalt ålder;2011;12930
1270 Tomelilla;totalt ålder;2012;12917
1270 Tomelilla;totalt ålder;2013;12891
1270 Tomelilla;totalt ålder;2014;13007
1270 Tomelilla;totalt ålder;2015;13132
1270 Tomelilla;totalt ålder;2016;13330
1270 Tomelilla;totalt ålder;2017;13416
1270 Tomelilla;totalt ålder;2018;13557
1272 Bromölla;totalt ålder;2008;12200
1272 Bromölla;totalt ålder;2009;12285
1272 Bromölla;totalt ålder;2010;12272
1272 Bromölla;totalt ålder;2011;12366
1272 Bromölla;totalt ålder;2012;12250
1272 Bromölla;totalt ålder;2013;12336
1272 Bromölla;totalt ålder;2014;12400
1272 Bromölla;totalt ålder;2015;12513
1272 Bromölla;totalt ålder;2016;12625
1272 Bromölla;totalt ålder;2017;12699
1272 Bromölla;totalt ålder;2018;12876
1273 Osby;totalt ålder;2008;12648
1273 Osby;totalt ålder;2009;12656
1273 Osby;totalt ålder;2010;12724
1273 Osby;totalt ålder;2011;12699
1273 Osby;totalt ålder;2012;12637
1273 Osby;totalt ålder;2013;12713
1273 Osby;totalt ålder;2014;12828
1273 Osby;totalt ålder;2015;12954
1273 Osby;totalt ålder;2016;13149
1273 Osby;totalt ålder;2017;13182
1273 Osby;totalt ålder;2018;13267
1275 Perstorp;totalt ålder;2008;6972
1275 Perstorp;totalt ålder;2009;6983
1275 Perstorp;totalt ålder;2010;7061
1275 Perstorp;totalt ålder;2011;7159
1275 Perstorp;totalt ålder;2012;7096
1275 Perstorp;totalt ålder;2013;7139
1275 Perstorp;totalt ålder;2014;7174
1275 Perstorp;totalt ålder;2015;7211
1275 Perstorp;totalt ålder;2016;7338
1275 Perstorp;totalt ålder;2017;7335
1275 Perstorp;totalt ålder;2018;7479
1276 Klippan;totalt ålder;2008;16336
1276 Klippan;totalt ålder;2009;16382
1276 Klippan;totalt ålder;2010;16515
1276 Klippan;totalt ålder;2011;16601
1276 Klippan;totalt ålder;2012;16660
1276 Klippan;totalt ålder;2013;16715
1276 Klippan;totalt ålder;2014;16733
1276 Klippan;totalt ålder;2015;16917
1276 Klippan;totalt ålder;2016;17219
1276 Klippan;totalt ålder;2017;17462
1276 Klippan;totalt ålder;2018;17600
1277 Åstorp;totalt ålder;2008;14533
1277 Åstorp;totalt ålder;2009;14667
1277 Åstorp;totalt ålder;2010;14737
1277 Åstorp;totalt ålder;2011;14789
1277 Åstorp;totalt ålder;2012;14806
1277 Åstorp;totalt ålder;2013;14927
